Source Type,Distribution,Amount
outflow,2Poisson,-170
outflow,1Cauchy,-10.442189378266685
inflow,1Normal,-63.534341411978446
outflow,1Cauchy,-12.386075979714287
inflow,1Normal,-1151.1690005858145
outflow,1Cauchy,-8.013032027194518
inflow,1Normal,-397.95806997919493
outflow,1Cauchy,-4.109467428350104
inflow,1Normal,-1279.7082150556498
outflow,1Cauchy,-13.332683447458784
inflow,1Normal,-555.2576369417153
outflow,1Cauchy,-23.32412929987762
inflow,1Normal,-380.2575948849469
inflow,1Normal,-104.03731842754453
outflow,1Cauchy,-9.395633236025331
inflow,1Normal,-1487.3869562260545
outflow,1Cauchy,-10.82837646305687
inflow,1Normal,-519.6091642312997
outflow,1Cauchy,-11.318778854211642
inflow,1Normal,-590.3965373125939
outflow,1Cauchy,-12.540860310466803
inflow,1Normal,-461.6539881761991
outflow,1Cauchy,-10.777333555065853
inflow,1Normal,-677.2710288478568
outflow,1Cauchy,-10.504463789800624
inflow,1Normal,-1880.1934339151508
outflow,2Poisson,-170
outflow,1Cauchy,-10.782428532201033
inflow,1Normal,-1660.8745195414265
inflow,1Normal,-17.524162441750413
outflow,1Cauchy,-6.037043685237665
inflow,1Normal,-1717.7581586716137
outflow,1Cauchy,-5.576365499384785
inflow,1Normal,-1105.0336664865665
outflow,1Cauchy,-9.884209798967062
inflow,1Normal,-862.4320969199352
outflow,1Cauchy,-24.413591384936588
inflow,1Normal,-575.7427940080327
outflow,2Poisson,-340
outflow,1Cauchy,-11.88970579628071
inflow,1Normal,-2395.703407509217
outflow,2Poisson,-170
inflow,1Normal,-81.131876689523
outflow,1Cauchy,-11.469456770806325
inflow,1Normal,-2819.521570875084
outflow,1Cauchy,-12.559898496898255
inflow,1Normal,-104.56660298403904
outflow,1Cauchy,-8.026362051145336
inflow,1Normal,-31.785572830913367
outflow,1Cauchy,-8.831620977558966
inflow,1Normal,-465.8842404708466
outflow,2Poisson,-170
outflow,1Cauchy,-6.643558922402556
inflow,1Normal,-2625.9469382251255
outflow,1Cauchy,-7.926709438637264
inflow,1Normal,-900.0899108474243
outflow,1Cauchy,-8.399159109574228
inflow,1Normal,-1047.7834187174235
outflow,1Cauchy,-4.109925578411638
inflow,1Normal,-20.03437281585434
outflow,1Cauchy,-9.14062262843428
inflow,1Normal,-1279.512176833155
outflow,1Cauchy,-10.08050699878469
inflow,1Normal,-81.48052370988026
outflow,1Cauchy,-3.3659828677118835
inflow,1Normal,-2363.2405508739994
outflow,2Poisson,-170
outflow,1Cauchy,-0.1893786325637148
inflow,1Normal,-808.5241089476274
outflow,2Poisson,-170
outflow,1Cauchy,-14.891438054087775
inflow,1Normal,-740.0404888171146
outflow,1Cauchy,-5.834661916443933
inflow,1Normal,-91.68906331780242
outflow,1Cauchy,-6.718992642584684
inflow,1Normal,-172.06953966188541
outflow,2Poisson,-170
outflow,1Cauchy,-8.793625890447775
inflow,1Normal,-789.6674155700175
inflow,1Normal,-241.58810872814092
outflow,1Cauchy,-9.913635696014355
inflow,1Normal,-1341.1828938562678
outflow,1Cauchy,-10.797161947115306
inflow,1Normal,-1496.8707230454004
outflow,2Poisson,-170
inflow,1Normal,-1641.5634512301538
outflow,1Cauchy,-9.421746964069742
inflow,1Normal,-1093.8977994102033
outflow,2Poisson,-170
outflow,1Cauchy,-9.927594592077163
inflow,1Normal,-428.99417730644274
outflow,1Cauchy,-3.7336970619643246
inflow,1Normal,-1090.7486842266437
outflow,1Cauchy,-11.289042306217258
inflow,1Normal,-453.73220607194185
outflow,2Poisson,-170
outflow,1Cauchy,-3.0577928215076877
inflow,1Normal,-284.760254514212
outflow,1Cauchy,-10.904460247358621
outflow,2Poisson,-170
outflow,1Cauchy,-18.74310296119541
inflow,1Normal,-2336.4615486540906
outflow,2Poisson,-170
outflow,1Cauchy,-5.310992191455966
outflow,2Poisson,-170
outflow,1Cauchy,-11.594498245402942
inflow,1Normal,-10.569728254749933
outflow,1Cauchy,-8.320267539698353
inflow,1Normal,-59.029344427232644
outflow,1Cauchy,-0.06427997360145099
inflow,1Normal,-658.4397811763523
outflow,1Cauchy,-10.16762964807211
inflow,1Normal,-800.8749158300674
inflow,1Normal,-310.63962732438455
outflow,1Cauchy,-11.404472101350226
inflow,1Normal,-732.8984508226351
outflow,1Cauchy,-8.976505427226257
inflow,1Normal,-2063.7144625198657
outflow,1Cauchy,-7.736585112012931
inflow,1Normal,-1028.470089237731
outflow,1Cauchy,-7.992198439706314
inflow,1Normal,-893.5022839784608
inflow,1Normal,-535.7613783826135
outflow,2Poisson,-170
outflow,1Cauchy,-9.033938064580463
inflow,1Normal,-2021.0978998561322
outflow,1Cauchy,-5.28095310582084
inflow,1Normal,-1552.3981494067684
outflow,1Cauchy,-13.43511520762274
inflow,1Normal,-1144.132598770738
outflow,1Cauchy,-19.938607878474045
inflow,1Normal,-605.7836217255364
outflow,1Cauchy,-10.194051259684889
inflow,1Normal,-994.5583948454612
outflow,1Cauchy,-9.963078644142499
outflow,2Poisson,-170
inflow,1Normal,-9.903381455652394
outflow,1Cauchy,-6.508600989893223
inflow,1Normal,-218.03714195751843
outflow,1Cauchy,-9.205930464082433
inflow,1Normal,-333.25141183969185
outflow,2Poisson,-170
outflow,1Cauchy,-12.29539164677417
inflow,1Normal,-1093.6269187581395
outflow,2Poisson,-340
outflow,1Cauchy,-9.145887359725908
inflow,1Normal,-190.77343269538466
outflow,1Cauchy,-8.396815425174806
inflow,1Normal,-870.1900197383253
outflow,1Cauchy,-9.989169607845682
outflow,2Poisson,-170
inflow,1Normal,-5.915111910427129
outflow,1Cauchy,-4.717077391005978
inflow,1Normal,-245.56946055822203
outflow,1Cauchy,-19.47174275534276
inflow,1Normal,-217.3993995782034
outflow,2Poisson,-170
outflow,1Cauchy,-18.504760990396942
inflow,1Normal,-231.10292926442816
outflow,1Cauchy,-7.618876744510954
inflow,1Normal,-240.56868261707615
outflow,1Cauchy,-8.919686745915348
inflow,1Normal,-1422.6562038910483
outflow,1Cauchy,-10.270502859858631
inflow,1Normal,-1793.5544782627908
outflow,1Cauchy,-8.027000178736792
inflow,1Normal,-2397.418224909197
outflow,1Cauchy,-10.357891461045272
outflow,2Poisson,-170
inflow,1Normal,-11.842702908561265
outflow,1Cauchy,-9.516871520861034
inflow,1Normal,-594.3512558666271
outflow,1Cauchy,-19.219806709112213
inflow,1Normal,-3037.8694126589226
outflow,2Poisson,-340
outflow,1Cauchy,-16.197430219769657
inflow,1Normal,-239.74375344234105
outflow,1Cauchy,-10.03962368025072
inflow,1Normal,-1036.3117398868492
outflow,1Cauchy,-8.755726880622904
inflow,1Normal,-185.9329979413495
outflow,1Cauchy,-7.404723123360762
inflow,1Normal,-875.6131725149831
outflow,2Poisson,-170
outflow,1Cauchy,-9.633525601815565
inflow,1Normal,-593.7573444047202
outflow,1Cauchy,-11.855645445193801
inflow,1Normal,-1125.3120603516227
outflow,1Cauchy,-7.66959805313986
inflow,1Normal,-1470.9246164242477
outflow,1Cauchy,-9.249132706130084
inflow,1Normal,-1282.1587323245876
outflow,1Cauchy,-10.792857037259873
inflow,1Normal,-1100.9536630934742
outflow,1Cauchy,-10.827702153620955
inflow,1Normal,-1367.2302521880954
outflow,1Cauchy,-14.484578341436475
inflow,1Normal,-764.9766484376734
outflow,2Pinflow,1Normal,-467.5348705363824
outflow,1Cauchy,-10.887583601211958
inflow,1Normal,-805.727205257325
outflow,2Poisson,-170
inflow,1Normal,-655.6303896518535
outflow,1Cauchy,-12.80981453545928
inflow,1Normal,-175.46055762301512
outflow,1Cauchy,-12.756763140785047
inflow,1Normal,-463.1413025008019
outflow,1Cauchy,-11.309157614644205
inflow,1Normal,-468.6731123478871
outflow,1Cauchy,-12.425298781653074
inflow,1Normal,-236.7643905829567
outflow,1Cauchy,-9.78569444314648
inflow,1Normal,-1204.5088877061712
outflow,2Poisson,-340
outflow,1Cauchy,-7.5393456113746415
inflow,1Normal,-1539.3563371749547
outflow,1Cauchy,-10.312525347545392
inflow,1Normal,-112.1757429318567
outflow,1Cauchy,-5.303871000872856
inflow,1Normal,-261.7722911407316
