Source Type,Distribution,Amount
inflow,1Normal,-1258.0725891106
inflow,1Normal,-845.3478445686645
outflow,2Poisson,-170
outflow,1Cauchy,-15.934396438175504
outflow,1Cauchy,-12.628802724989534
outflow,1Cauchy,-10.398963034910157
inflow,1Normal,-1324.194410519677
inflow,1Normal,-1314.057205935346
outflow,1Cauchy,-212.45467139091062
outflow,1Cauchy,-12.178682146547278
outflow,1Cauchy,-7.928756307565695
inflow,1Normal,-1424.925189061748
inflow,1Normal,-1002.1584089167302
inflow,1Normal,-515.8867570674861
outflow,2Poisson,-170
outflow,1Cauchy,-12.916810821332252
outflow,1Cauchy,-9.455762661051873
inflow,1Normal,-1437.2481163039695
outflow,2Poisson,-170
outflow,1Cauchy,-15.847236822782287
outflow,1Cauchy,-9.787149704130233
outflow,1Cauchy,-9.341250777440422
inflow,1Normal,-2990.9277293256146
inflow,1Normal,-1590.7894478584947
outflow,1Cauchy,-14.257328090441646
outflow,1Cauchy,-11.395956276047247
outflow,1Cauchy,-10.613280738769422
inflow,1Normal,-1469.5185275288204
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-12.517738359272268
outflow,1Cauchy,-8.556834075927163
outflow,1Cauchy,-7.297184499833767
inflow,1Normal,-1814.0411255912768
inflow,1Normal,-565.1251627009824
outflow,1Cauchy,-23.81733647905117
outflow,1Cauchy,-11.632499602626385
outflow,1Cauchy,-11.527084054518966
inflow,1Normal,-633.5560306646717
outflow,1Cauchy,-46.57529785299747
outflow,1Cauchy,-9.590784558268073
outflow,1Cauchy,-8.140581277330297
inflow,1Normal,-1532.564362639741
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-14.662540885835398
outflow,1Cauchy,-12.555583503626307
outflow,1Cauchy,-8.905365044675898
inflow,1Normal,-723.9292729075565
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-31.664192268317628
outflow,1Cauchy,-10.069473603656416
outflow,1Cauchy,-9.830321243476204
inflow,1Normal,-845.6679141229525
outflow,1Cauchy,-12.3841818619492
outflow,1Cauchy,-7.504723002080085
outflow,1Cauchy,-7.202556942300982
inflow,1Normal,-2550.8221573577453
inflow,1Normal,-566.7741245258675
outflow,1Cauchy,-14.625256477235347
outflow,1Cauchy,-8.14706937419485
inflow,1Normal,-739.4052088717444
inflow,1Normal,-233.79267145373603
outflow,2Poisson,-170
outflow,1Cauchy,-10.466468584454637
outflow,1Cauchy,-8.77230083932086
outflow,1Cauchy,-8.253142150913472
inflow,1Normal,-1862.53807720434
inflow,1Normal,-409.4775364689191
outflow,2Poisson,-340
outflow,1Cauchy,-14.30514271831323
outflow,1Cauchy,-14.246833156027456
outflow,1Cauchy,-12.740827730133187
inflow,1Normal,-1514.7814740453366
outflow,2Poisson,-340
outflow,1Cauchy,-13.432318881958741
outflow,1Cauchy,-11.523145650778405
outflow,1Cauchy,-9.535743893215434
inflow,1Normal,-1338.1667758094657
inflow,1Normal,-1132.9620324724303
outflow,1Cauchy,-11.811779736782736
outflow,1Cauchy,-10.628619672212968
outflow,1Cauchy,-5.709849638315151
inflow,1Normal,-1781.8894340215793
outflow,2Poisson,-340
outflow,1Cauchy,-13.16599148103702
outflow,1Cauchy,-11.051610572282993
outflow,1Cauchy,-10.07469582467334
inflow,1Normal,-1573.7778585487795
inflow,1Normal,-533.6319720407311
outflow,1Cauchy,-25.259384396385244
outflow,1Cauchy,-14.612084447523543
outflow,1Cauchy,-11.686558816336282
inflow,1Normal,-1567.9678523491084
outflow,1Cauchy,-20.17527183068696
outflow,1Cauchy,-7.743318264515295
inflow,1Normal,-560.5357120486666
outflow,2Poisson,-340
inflow,1Normal,-273.46598114449773
outflow,1Cauchy,-39.26516659683769
outflow,1Cauchy,-10.635392701279143
outflow,1Cauchy,-7.91481876024975
inflow,1Normal,-1114.0357962144965
inflow,1Normal,-172.59783253314538
outflow,2Poisson,-170
outflow,1Cauchy,-12.480225297132106
outflow,1Cauchy,-9.101206174020568
inflow,1Normal,-1069.8434485490943
inflow,1Normal,-1011.9566495480434
outflow,2Poisson,-170
outflow,1Cauchy,-18.4250171881148
outflow,1Cauchy,-10.88145367430429
outflow,1Cauchy,-4.272786880210419
inflow,1Normal,-2631.1918931436194
inflow,1Normal,-447.51599752673565
outflow,1Cauchy,-10.76195726701711
outflow,1Cauchy,-8.918757061642832
inflow,1Normal,-2162.2423043887748
inflow,1Normal,-337.40834750044434
outflow,2Poisson,-170
outflow,1Cauchy,-25.477100831344735
outflow,1Cauchy,-10.980420450218473
outflow,1Cauchy,-9.094266355855996
inflow,1Normal,-1806.6211206445737
inflow,1Normal,-387.36469465509236
outflow,1Cauchy,-16.737178050737263
outflow,1Cauchy,-11.345400496742126
inflow,1Normal,-731.1874393492499
outflow,1Cauchy,-10.15492734731424
outflow,1Cauchy,-7.847091983970204
outflow,1Cauchy,-2.0868526604992903
inflow,1Normal,-1152.0917202161606
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-11.546893594980851
outflow,1Cauchy,-11.01221866005826
outflow,1Cauchy,-9.304441597496943
inflow,1Normal,-1784.8200668678196
inflow,1Normal,-1096.9307310479035
outflow,1Cauchy,-10.902659970599581
outflow,1Cauchy,-10.018948738170351
outflow,1Cauchy,-5.117219038848052
inflow,1Normal,-1051.2055280168213
outflow,2Poisson,-340
inflow,1Normal,-176.86618432387675
outflow,2Poisson,-170
outflow,1Cauchy,-10.596058546140611
outflow,1Cauchy,-7.8878759936534255
outflow,1Cauchy,-7.626003172043413
inflow,1Normal,-2408.8338545537476
inflow,1Normal,-241.38522347624553
outflow,1Cauchy,-27.38190562540529
outflow,1Cauchy,-8.673542474004057
outflow,1Cauchy,-5.170673944498073
inflow,1Normal,-2425.289732685168
inflow,1Normal,-59.19868211477084
outflow,1Cauchy,-18.001500778949616
outflow,1Cauchy,-11.767910625945342
outflow,1Cauchy,-10.816383756290143
inflow,1Normal,-2440.5139930704318
outflow,1Cauchy,-17.548546600172376
outflow,1Cauchy,-13.160780434782536
outflow,1Cauchy,-8.402451246897403
inflow,1Normal,-2096.8923065405133
outflow,2Poisson,-170
outflow,1Cauchy,-9.960819149793798
outflow,1Cauchy,-9.398277856645167
outflow,1Cauchy,-7.58099731188651
inflow,1Normal,-1353.708548616528
inflow,1Normal,-497.3103917538168
outflow,2Poisson,-340
outflow,1Cauchy,-12.74837793988951
outflow,1Cauchy,-9.153795712510128
outflow,1Cauchy,-8.670967938638123
inflow,1Normal,-1173.6853189414571
inflow,1Normal,-664.8198318997956
outflow,2Poisson,-170
outflow,1Cauchy,-10.805977370948263
outflow,1Cauchy,-9.942034917582667
outflow,1Cauchy,-8.98581465651537
inflow,1Normal,-1994.4739261028267
inflow,1Normal,-449.0898557288364
outflow,2Poisson,-170
outflow,1Cauchy,-18.349558894348384
outflow,1Cauchy,-12.883772716296551
outflow,1Cauchy,-8.592040128779258
inflow,1Normal,-2345.3518778177754
inflow,1Normal,-532.9002587591532
outflow,2Poisson,-340
outflow,1Cauchy,-7.503604011458604
outflow,1Cauchy,-4.714066728871665
inflow,1Normal,-198.02726106012472
inflow,1Normal,-143.11892318733078
outflow,1Cauchy,-19.69141295264095
outflow,1Cauchy,-11.89450714131399
outflow,1Cauchy,-10.356054876365931
inflow,1Normal,-1532.9455348813883
inflow,1Normal,-1252.3411091311687
outflow,1Cauchy,-19.17410623920445
outflow,1Cauchy,-12.663636517613458
outflow,1Cauchy,-12.062599436549421
outflow,1Cauchy,-19038.367465768653
outflow,2Poisson,-170
outflow,1Cauchy,-39.96134014730025
outflow,1Cauchy,-7.866772654927701
inflow,1Normal,-1929.1497967790904
outflow,2Poisson,-170
outflow,1Cauchy,-9.323987089416292
outflow,1Cauchy,-7.621818205510603
outflow,1Cauchy,-3.0438507260769763
inflow,1Normal,-733.3879750367366
inflow,1Normal,-455.36432181420923
outflow,1Cauchy,-12.52194132833486
outflow,1Cauchy,-11.026811362109983
outflow,1Cauchy,-10.484399689312221
inflow,1Normal,-474.06893270496545
inflow,1Normal,-104.64010486826716
outflow,1Cauchy,-8.75307895865768
outflow,1Cauchy,-5.768262233454013
outflow,1Cauchy,-5.759190454443421
inflow,1Normal,-1707.4014546006872
outflow,2Poisson,-170
outflow,1Cauchy,-35.16955497829602
inflow,1Normal,-28.277669292375585
outflow,1Cauchy,-14.232774878852823
outflow,1Cauchy,-4.547592506512468
inflow,1Normal,-768.8677897754669
outflow,2Poisson,-340
outflow,1Cauchy,-33.862763378852556
outflow,1Cauchy,-10.095564670488033
outflow,1Cauchy,-8.603030393429087
inflow,1Normal,-694.8883379094923
outflow,2Poisson,-170
inflow,1Normal,-118.27461237394381
outflow,1Cauchy,-10.864948348817133
outflow,1Cauchy,-9.006301913096129
outflow,1Cauchy,-8.551769779983315
inflow,1Normal,-1457.79409900865
inflow,1Normal,-582.8215927642777
outflow,1Cauchy,-10.735666418760156
outflow,1Cauchy,-9.041727912792798
outflow,1Cauchy,-7.939743268675639
inflow,1Normal,-1319.2186498023102
inflow,1Normal,-1173.3609770416112
inflow,1Normal,-415.0885390140914
outflow,1Cauchy,-12.493749036551806
outflow,1Cauchy,-11.76816604545763
outflow,1Cauchy,-10.887599250115873
inflow,1Normal,-2088.6640018342496
inflow,1Normal,-427.57607209158334
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-12.509205231342783
outflow,1Cauchy,-11.104943521596896
outflow,1Cauchy,-7.098345100985887
inflow,1Normal,-2481.179180749123
outflow,1Cauchy,-9.120038487111998
outflow,1Cauchy,-5.388645904277244
inflow,1Normal,-2164.9820714166503
outflow,2Poisson,-340
outflow,1Cauchy,-11.194409632111688
outflow,1Cauchy,-10.083469798784899
inflow,1Normal,-1994.4207100872056
inflow,1Normal,-482.2604322118302
outflow,2Poisson,-170
outflow,1Cauchy,-10.33156744466998
outflow,1Cauchy,-9.972451541718364
outflow,1Cauchy,-8.630014218208578
inflow,1Normal,-1474.678120246633
inflow,1Normal,-588.3630246711207
outflow,1Cauchy,-12.991982136305857
outflow,1Cauchy,-12.156190972789876
outflow,1Cauchy,-8.738948756650363
inflow,1Normal,-2164.957949510789
inflow,1Normal,-374.18510175231853
outflow,2Poisson,-170
outflow,1Cauchy,-13.03022112576741
outflow,1Cauchy,-10.688565148022493
inflow,1Normal,-587.9965752117329
inflow,1Normal,-493.79725276841884
outflow,1Cauchy,-13.105312350117693
outflow,1Cauchy,-11.039802251479337
outflow,1Cauchy,-10.080590414326446
inflow,1Normal,-2519.243223529754
inflow,1Normal,-359.25204147745154
outflow,1Cauchy,-8.678157086480283
outflow,1Cauchy,-8.620519651822324
outflow,1Cauchy,-0.5323693082427639
inflow,1Normal,-1367.1621039611932
inflow,1Normal,-638.0485652523375
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,1Cauchy,-10.57184669746881
outflow,1Cauchy,-6.949715947363902
inflow,1Normal,-1352.9794713631052
outflow,1Cauchy,-13.52302531337405
outflow,1Cauchy,-10.313820567570703
outflow,1Cauchy,-10.219750885276063
inflow,1Normal,-546.469081329457
inflow,1Normal,-455.09459833310507
outflow,1Cauchy,-16.433763721832907
outflow,1Cauchy,-10.291532572774761
outflow,1Cauchy,-6.64875518943762
inflow,1Normal,-2158.5242788837368
inflow,1Normal,-1489.5206753577859
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-16.1875443351589
outflow,1Cauchy,-5.39496926749902
outflow,1Cauchy,-5.057925523120979
inflow,1Normal,-851.4239261409286
outflow,2Poisson,-170
outflow,1Cauchy,-9.74989445966166
outflow,1Cauchy,-8.111127122411425
outflow,1Cauchy,-6.96907613022827
inflow,1Normal,-2251.054400482863
outflow,1Cauchy,-17.27674241840585
outflow,1Cauchy,-10.953637507951566
outflow,1Cauchy,-10.814923689060137
inflow,1Normal,-464.4389868894557
inflow,1Normal,-52.991718432806856
outflow,1Cauchy,-14.300239291696005
outflow,1Cauchy,-12.663757658658897
outflow,1Cauchy,-11.304883643273387
inflow,1Normal,-2012.7433362029692
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-13.13146538248651
outflow,1Cauchy,-8.770897833171695
outflow,1Cauchy,-4.742192870029574
inflow,1Normal,-996.2772830198812
outflow,2Poisson,-170
inflow,1Normal,-78.43680519148091
outflow,1Cauchy,-10.104347676835452
outflow,1Cauchy,-7.597920851390835
inflow,1Normal,-1054.2548509551573
outflow,2Poisson,-340
outflow,1Cauchy,-11.590194443612337
outflow,1Cauchy,-10.224558788632821
outflow,1Cauchy,-9.974430006004196
inflow,1Normal,-1909.0523699863552
inflow,1Normal,-431.5986535380823
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-10.496288290999884
outflow,1Cauchy,-4.755141617576095
outflow,1Cauchy,-2.395072036652823
inflow,1Normal,-1067.664887267811
inflow,1Normal,-609.3556244990395
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-25.91663814922356
outflow,1Cauchy,-12.315365894883527
inflow,1Normal,-2019.4995128659564
inflow,1Normal,-584.8600093360617
outflow,2Poisson,-170
outflow,1Cauchy,-20.961685983387767
outflow,1Cauchy,-13.286275876101532
outflow,1Cauchy,-11.626226300646914
inflow,1Normal,-651.6673636621388
inflow,1Normal,-129.0647275941236
outflow,1Cauchy,-9.776241459950871
outflow,1Cauchy,-6.464545756853701
outflow,1Cauchy,-3.296507795189905
inflow,1Normal,-3009.8759554392373
inflow,1Normal,-692.669387706842
inflow,1Normal,-556.2552164761236
outflow,1Cauchy,-10.171630923163997
outflow,1Cauchy,-9.881042998128367
outflow,1Cauchy,-7.78258491955768
inflow,1Normal,-2604.421709336792
outflow,2Poisson,-170
outflow,1Cauchy,-22.73244405446973
outflow,1Cauchy,-7.0868874399407
inflow,1Normal,-1060.4727694851579
outflow,1Cauchy,-11.17392207959132
outflow,1Cauchy,-10.906855870481078
outflow,1Cauchy,-10.288485293535242
inflow,1Normal,-2442.037741158788
outflow,1Cauchy,-11.564400017268305
outflow,1Cauchy,-9.090619561153732
outflow,1Cauchy,-8.371932218886357
inflow,1Normal,-2473.2355867887754
outflow,2Poisson,-170
inflow,1Normal,-112.04238347734474
outflow,1Cauchy,-12.175547132925084
outflow,1Cauchy,-10.318236228615937
outflow,1Cauchy,-5.351332631557259
inflow,1Normal,-1107.4907904928632
inflow,1Normal,-141.369633711588
outflow,1Cauchy,-18.853055886731727
outflow,1Cauchy,-11.348142373813914
outflow,1Cauchy,-10.363981266806155
inflow,1Normal,-2846.894851513125
outflow,2Poisson,-170
outflow,1Cauchy,-29.298985822732245
outflow,1Cauchy,-12.666939362593682
outflow,1Cauchy,-4.592529823300115
inflow,1Normal,-2200.1370586171342
outflow,1Cauchy,-10.636299011719872
outflow,1Cauchy,-10.133490276423629
outflow,1Cauchy,-9.601046122160968
inflow,1Normal,-2140.0925115147857
outflow,2Poisson,-170
outflow,1Cauchy,-13.10224637034427
outflow,1Cauchy,-10.6447406866499
outflow,1Cauchy,-9.009059055033314
inflow,1Normal,-263.8440327340476
inflow,1Normal,-171.580383416779
outflow,2Poisson,-170
outflow,1Cauchy,-12.872759996487924
outflow,1Cauchy,-12.576363722282638
outflow,1Cauchy,-10.000879294856004
inflow,1Normal,-1266.649176168005
outflow,2Poisson,-340
inflow,1Normal,-86.14025575297255
outflow,1Cauchy,-12.739268598381033
outflow,1Cauchy,-10.612582110088455
outflow,1Cauchy,-7.134160481930046
inflow,1Normal,-1678.1364196796403
inflow,1Normal,-393.7385726480056
outflow,1Cauchy,-18.731902894000335
outflow,1Cauchy,-10.798603285885989
outflow,1Cauchy,-8.042055234914649
inflow,1Normal,-1498.9397963595663
inflow,1Normal,-33.888548833263066
outflow,1Cauchy,-13.554419767943786
outflow,1Cauchy,-7.449922887112887
outflow,1Cauchy,-6.837767176767892
inflow,1Normal,-1296.0568544883054
inflow,1Normal,-986.825480299676
outflow,2Poisson,-170
outflow,1Cauchy,-11.287118842939387
outflow,1Cauchy,-9.42829287533741
inflow,1Normal,-1707.8502380925158
inflow,1Normal,-486.46447131688575
outflow,1Cauchy,-9.37332583299954
outflow,1Cauchy,-8.612875244239984
outflow,1Cauchy,-5.649202061799446
inflow,1Normal,-1802.2406680708514
inflow,1Normal,-992.5842169157512
outflow,2Poisson,-170
outflow,1Cauchy,-12.103239204633423
outflow,1Cauchy,-10.5769868931239
outflow,1Cauchy,-10.068345125997036
inflow,1Normal,-1491.00337715046
inflow,1Normal,-434.3652916481986
outflow,1Cauchy,-10.650502363518925
outflow,1Cauchy,-4.74021271782369
outflow,1Cauchy,-3.599709976751827
inflow,1Normal,-456.39577195550237
inflow,1Normal,-431.6783922385568
outflow,2Poisson,-170
outflow,1Cauchy,-36.79908481275571
outflow,1Cauchy,-22.792872065005817
outflow,1Cauchy,-9.651450598957613
inflow,1Normal,-1310.6913128740493
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-23.912118961438367
outflow,1Cauchy,-9.348767416495495
outflow,1Cauchy,-6.122788179280146
inflow,1Normal,-711.2807628215197
inflow,1Normal,-311.6285164899157
outflow,2Poisson,-170
outflow,1Cauchy,-12.93287059174989
outflow,1Cauchy,-9.78886582996235
outflow,1Cauchy,-8.863807699336023
inflow,1Normal,-845.9811970727692
outflow,2Poisson,-170
outflow,1Cauchy,-11.976663004705884
outflow,1Cauchy,-9.962546747181543
outflow,1Cauchy,-8.803271073527139
inflow,1Normal,-1703.466121653991
inflow,1Normal,-147.75322118579766
outflow,1Cauchy,-10.260765159456197
outflow,1Cauchy,-10.17755264706173
outflow,1Cauchy,-7.458873258737421
inflow,1Normal,-3117.281777007657
inflow,1Normal,-1570.9602660861435
outflow,2Poisson,-170
outflow,1Cauchy,-12.433760461222096
outflow,1Cauchy,-8.101221429864985
inflow,1Normal,-1625.6536358569115
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-11.870171712599516
outflow,1Cauchy,-11.19018752661568
outflow,1Cauchy,-8.695607845362709
inflow,1Normal,-2298.288361796422
outflow,1Cauchy,-16.53331366109963
outflow,1Cauchy,-10.411718059366883
outflow,1Cauchy,-9.542113232712122
inflow,1Normal,-589.1577895075592
inflow,1Normal,-210.2042346299953
outflow,2Poisson,-170
outflow,1Cauchy,-9.207392814718093
outflow,1Cauchy,-8.645759190495482
outflow,1Cauchy,-2.6975265835237474
inflow,1Normal,-1448.1277911212696
outflow,2Poisson,-170
outflow,1Cauchy,-8.016749274679334
outflow,1Cauchy,-6.550986241785754
outflow,1Cauchy,-5.10122727298205
inflow,1Normal,-916.8625605416811
outflow,1Cauchy,-18.084247229571698
outflow,1Cauchy,-14.95928440035106
inflow,1Normal,-10.784247354382615
inflow,1Normal,-2231.53939803965
outflow,1Cauchy,-19.95682829453869
outflow,1Cauchy,-8.888730679959892
outflow,1Cauchy,-5.287181454244177
inflow,1Normal,-3139.187723430701
inflow,1Normal,-1381.127800056192
outflow,1Cauchy,-15.620734602145088
outflow,1Cauchy,-8.657384035590923
outflow,1Cauchy,-4.9084808379471845
inflow,1Normal,-607.9119818429625
inflow,1Normal,-556.6660190664581
inflow,1Normal,-186.61658368812368
outflow,2Poisson,-170
outflow,1Cauchy,-16.03136190654382
outflow,1Cauchy,-11.06622158063252
outflow,1Cauchy,-8.658706082019199
inflow,1Normal,-2250.1763935832523
outflow,1Cauchy,-18.820281843795783
outflow,1Cauchy,-18.03638750810822
inflow,1Normal,-1157.105163856187
inflow,1Normal,-717.6382040382482
outflow,2Poisson,-170
