Source Type,Distribution,Amount
inflow,1Normal,-435.6857350765921
outflow,2Poisson,-340
inflow,1Normal,-218.3729195828228
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-11.281721003572173
outflow,1Cauchy,-10.628952614395208
outflow,1Cauchy,-10.068876473725583
outflow,1Cauchy,-9.449335303546336
outflow,1Cauchy,-9.186820528578666
outflow,1Cauchy,-9.144153641505604
outflow,1Cauchy,-6.7759753303668795
inflow,1Normal,-1637.735567966864
inflow,1Normal,-1484.8552238169034
inflow,1Normal,-1379.2274182703106
inflow,1Normal,-844.0683280604304
inflow,1Normal,-193.00358991854375
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-66.65039647991705
inflow,1Normal,-44.41566902521803
outflow,1Cauchy,-15.630215293321392
outflow,1Cauchy,-12.612648110290287
outflow,1Cauchy,-10.731122977206704
outflow,1Cauchy,-10.645127096020753
outflow,1Cauchy,-10.641614904151623
outflow,1Cauchy,-9.34300516954413
outflow,1Cauchy,-1.9907088223763836
inflow,1Normal,-670.6452347960329
inflow,1Normal,-635.1914470758551
inflow,1Normal,-484.8097794643078
inflow,1Normal,-367.1645985120293
inflow,1Normal,-205.51005718510675
outflow,2Poisson,-170
outflow,1Cauchy,-13.304616243500911
outflow,1Cauchy,-12.23553763859685
outflow,1Cauchy,-11.737266051024138
outflow,1Cauchy,-10.44441589094856
outflow,1Cauchy,-10.248563001396432
outflow,1Cauchy,-9.405243804766675
outflow,1Cauchy,-6.954697086016016
outflow,1Cauchy,-6.866698542213296
inflow,1Normal,-2036.721628655335
inflow,1Normal,-1928.1197364889722
inflow,1Normal,-1825.9242799049894
outflow,2Poisson,-170
outflow,1Cauchy,-12.353513655444898
outflow,1Cauchy,-11.483070683277147
outflow,1Cauchy,-11.476266683657439
outflow,1Cauchy,-10.529592799736172
outflow,1Cauchy,-9.691627978923997
outflow,1Cauchy,-9.075655978029268
outflow,1Cauchy,-7.937427605368033
outflow,1Cauchy,-5.50571810176451
inflow,1Normal,-1505.393232517656
inflow,1Normal,-546.4692150713596
inflow,1Normal,-538.5410546471608
inflow,1Normal,-395.2557380052543
inflow,1Normal,-373.45489134859093
outflow,2Poisson,-170
outflow,1Cauchy,-15.572078118579377
outflow,1Cauchy,-15.417001557574466
outflow,1Cauchy,-15.038760557215468
outflow,1Cauchy,-12.333578350249196
outflow,1Cauchy,-12.253716570047208
outflow,1Cauchy,-10.692660585989433
outflow,1Cauchy,-9.07453288223602
outflow,1Cauchy,-6.225688832795642
inflow,1Normal,-2846.814223537832
inflow,1Normal,-2598.7840774296947
inflow,1Normal,-1570.8174906033673
inflow,1Normal,-458.18791048825244
inflow,1Normal,-256.5816475148346
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-15.85019467789144
outflow,1Cauchy,-11.315294326770722
outflow,1Cauchy,-10.025816162738392
outflow,1Cauchy,-9.104850213038588
outflow,1Cauchy,-8.808256767571432
outflow,1Cauchy,-6.383089380071894
outflow,1Cauchy,-6.045496458443153
outflow,1Cauchy,-5.429837539518784
outflow,1Cauchy,-12311.219198490262
inflow,1Normal,-2287.633338372037
inflow,1Normal,-198.12456835110623
outflow,2Poisson,-170
outflow,1Cauchy,-15.247893141524528
outflow,1Cauchy,-13.561872558944355
outflow,1Cauchy,-10.263697859170536
outflow,1Cauchy,-10.136709466394736
outflow,1Cauchy,-9.255013981415056
outflow,1Cauchy,-9.184794141368588
outflow,1Cauchy,-6.244944058142165
inflow,1Normal,-2169.2381308959034
inflow,1Normal,-1752.7042645399604
inflow,1Normal,-1036.59029154204
inflow,1Normal,-213.67650259222373
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-38.97770827886138
outflow,1Cauchy,-13.227908731443913
outflow,1Cauchy,-10.560634586627156
outflow,1Cauchy,-10.041660636666267
outflow,1Cauchy,-9.578485251069091
outflow,1Cauchy,-9.23461867904044
outflow,1Cauchy,-9.145677821011509
outflow,1Cauchy,-9.107979377464035
outflow,1Cauchy,-8.882345935350008
inflow,1Normal,-2294.943576388304
inflow,1Normal,-1670.6238204548683
inflow,1Normal,-1065.9474029858586
inflow,1Normal,-450.1999559592875
outflow,2Poisson,-170
inflow,1Normal,-41.69122665860563
outflow,1Cauchy,-16.557500290978602
outflow,1Cauchy,-11.340833151129715
outflow,1Cauchy,-10.992396507576336
outflow,1Cauchy,-10.717571101598379
outflow,1Cauchy,-10.15887701067334
outflow,1Cauchy,-9.97352694792833
outflow,1Cauchy,-7.232040643787349
outflow,1Cauchy,-5.96826744883259
inflow,1Normal,-2321.080124805673
inflow,1Normal,-2161.2485519268707
inflow,1Normal,-1912.0071588063304
inflow,1Normal,-948.2517941524559
inflow,1Normal,-217.29228765139334
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-28.90558095815889
outflow,1Cauchy,-10.392790470732594
outflow,1Cauchy,-9.727044405917876
outflow,1Cauchy,-9.23420781763644
outflow,1Cauchy,-7.770740310742863
outflow,1Cauchy,-7.651653258059046
outflow,1Cauchy,-7.3494283372267954
outflow,1Cauchy,-5.784717557020844
outflow,1Cauchy,-9916.742665874433
inflow,1Normal,-3663.9571361218054
inflow,1Normal,-311.5177373767999
inflow,1Normal,-177.01011342207735
outflow,2Poisson,-170
outflow,1Cauchy,-17.879654330374184
outflow,1Cauchy,-14.945948771703373
outflow,1Cauchy,-12.571855056678856
outflow,1Cauchy,-11.154569383253827
outflow,1Cauchy,-9.76825710586065
outflow,1Cauchy,-9.737138498758293
inflow,1Normal,-1867.573096930908
inflow,1Normal,-1678.409879142545
inflow,1Normal,-374.2666228236235
inflow,1Normal,-318.5976187972507
inflow,1Normal,-237.71213586132518
outflow,2Poisson,-170
outflow,1Cauchy,-20.333381966241017
outflow,1Cauchy,-14.879680242932826
outflow,1Cauchy,-11.310483568549706
outflow,1Cauchy,-11.103196344047317
outflow,1Cauchy,-10.763359786524763
outflow,1Cauchy,-10.55411971029091
outflow,1Cauchy,-10.279017649024802
outflow,1Cauchy,-5.5273934580106685
inflow,1Normal,-2193.674999282527
inflow,1Normal,-489.7095335771521
outflow,2Poisson,-170
inflow,1Normal,-64.84574024281855
outflow,1Cauchy,-21.245631588923683
outflow,1Cauchy,-10.098524795665382
outflow,1Cauchy,-9.626403592223703
outflow,1Cauchy,-8.860461673909677
outflow,1Cauchy,-7.6046069609934435
outflow,1Cauchy,-6.951244468590158
outflow,1Cauchy,-4.928685792478243
outflow,1Cauchy,-4.321073579586526
inflow,1Normal,-2254.9606248906707
inflow,1Normal,-2243.6124544153836
inflow,1Normal,-1147.904658055679
inflow,1Normal,-723.8134140333088
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-45.06606447234043
outflow,1Cauchy,-16.36633035742507
outflow,1Cauchy,-11.171349242100648
outflow,1Cauchy,-7.826763144861207
outflow,1Cauchy,-6.56066268912423
outflow,1Cauchy,-5.826513857620303
outflow,1Cauchy,-18179.284537788535
inflow,1Normal,-1936.6112028111643
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-23.70664332803693
outflow,1Cauchy,-13.79923136159799
outflow,1Cauchy,-11.856781439684918
outflow,1Cauchy,-10.249343995407072
outflow,1Cauchy,-10.122518362444675
outflow,1Cauchy,-9.707676371965722
outflow,1Cauchy,-9.193029187788357
inflow,1Normal,-1412.385025424151
inflow,1Normal,-1407.8938344210812
inflow,1Normal,-637.8380550992081
inflow,1Normal,-309.45283355241315
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-16.249104566013504
outflow,1Cauchy,-15.677398243090911
outflow,1Cauchy,-12.998975240746391
outflow,1Cauchy,-11.065686950578485
outflow,1Cauchy,-10.725690406238021
outflow,1Cauchy,-9.295441397958331
outflow,1Cauchy,-6.929559607597392
outflow,1Cauchy,-4.6974604392179105
outflow,1Cauchy,-15448.223595019188
inflow,1Normal,-3564.5337751355364
inflow,1Normal,-867.3842675612658
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-63.42610511201689
inflow,1Normal,-52.8129705288638
inflow,1Normal,-51.53653832272482
outflow,1Cauchy,-10.840788646337773
outflow,1Cauchy,-9.688235526552955
outflow,1Cauchy,-4.574334290812169
outflow,1Cauchy,-3.268602786395258
outflow,1Cauchy,-1.3334695337038518
inflow,1Normal,-2432.745648182136
inflow,1Normal,-2160.138015550909
inflow,1Normal,-1349.247703357144
inflow,1Normal,-797.518165743093
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-34.964558638047095
outflow,1Cauchy,-15.44337094318065
outflow,1Cauchy,-10.184776842307187
outflow,1Cauchy,-9.48141679410387
outflow,1Cauchy,-9.145784256093158
outflow,1Cauchy,-8.80817091393905
outflow,1Cauchy,-8.382080029844513
outflow,1Cauchy,-5.356243221481374
inflow,1Normal,-2463.351100637759
outflow,2Poisson,-340
inflow,1Normal,-323.57657079820433
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-17.047431010284836
outflow,1Cauchy,-16.223774155734613
outflow,1Cauchy,-11.99565587305225
outflow,1Cauchy,-9.593827405780015
outflow,1Cauchy,-9.3307222998093
outflow,1Cauchy,-8.736759561972201
outflow,1Cauchy,-7.503756364692154
outflow,1Cauchy,-1.4733743877684464
inflow,1Normal,-2150.5341368302466
inflow,1Normal,-1784.932355959186
inflow,1Normal,-708.873878139427
outflow,2Poisson,-340
outflow,2Poisson,-170
inflow,1Normal,-53.43045033357239
outflow,1Cauchy,-11.138924940778814
outflow,1Cauchy,-10.88554892500372
outflow,1Cauchy,-10.73663629968161
outflow,1Cauchy,-9.328001708996048
inflow,1Normal,-8.15554613850118
outflow,1Cauchy,-7.9463736385190415
outflow,1Cauchy,-6.8657578780364155
outflow,1Cauchy,-6.663317897839707
inflow,1Normal,-2607.059962821476
inflow,1Normal,-1325.2441367734243
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-13.675039341773102
outflow,1Cauchy,-11.610537562554406
outflow,1Cauchy,-10.859368216901574
outflow,1Cauchy,-10.515918080623825
outflow,1Cauchy,-9.777490336880211
outflow,1Cauchy,-7.560075732535148
outflow,1Cauchy,-5.162514822725993
outflow,1Cauchy,-1.0105064123528553
outflow,1Cauchy,-148826.54905812995
inflow,1Normal,-1993.7123427519516
inflow,1Normal,-1604.9033366283088
inflow,1Normal,-1184.680755768462
inflow,1Normal,-748.0154586557887
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-16.828802741411756
outflow,1Cauchy,-12.68803140367517
outflow,1Cauchy,-12.569115145429926
outflow,1Cauchy,-11.382970262198496
outflow,1Cauchy,-11.192476030333392
outflow,1Cauchy,-10.779919391723137
inflow,1Normal,-2407.124239100325
inflow,1Normal,-2117.76909627251
inflow,1Normal,-952.1759089733358
inflow,1Normal,-665.3680400828478
outflow,2Poisson,-170
outflow,1Cauchy,-12.572393974274284
outflow,1Cauchy,-11.435550266124942
outflow,1Cauchy,-10.312549479878834
outflow,1Cauchy,-9.566751006131518
outflow,1Cauchy,-9.54224384711465
outflow,1Cauchy,-9.071384822795931
outflow,1Cauchy,-7.690720082805444
inflow,1Normal,-2747.0207409531304
inflow,1Normal,-1540.3422495144214
inflow,1Normal,-485.212435277052
inflow,1Normal,-405.03572991321766
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-19.05906923806753
outflow,1Cauchy,-11.296579463419436
outflow,1Cauchy,-10.844414978685853
outflow,1Cauchy,-10.440883952224137
outflow,1Cauchy,-8.195147517043713
outflow,1Cauchy,-7.9906244618580935
outflow,1Cauchy,-7.733166709481051
outflow,1Cauchy,-95365.56915246544
inflow,1Normal,-619.3293200626225
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-12.88073793906463
outflow,1Cauchy,-10.529965076982188
outflow,1Cauchy,-10.322913874070206
outflow,1Cauchy,-9.960964002298947
outflow,1Cauchy,-9.237924394608568
outflow,1Cauchy,-2.18135487921644
outflow,1Cauchy,-0.5839065914753405
inflow,1Normal,-3299.955069006529
inflow,1Normal,-1499.8605658986194
inflow,1Normal,-769.8972870449008
inflow,1Normal,-382.64515466440514
outflow,1Cauchy,-26.772577384147436
outflow,1Cauchy,-18.49299278696037
outflow,1Cauchy,-13.375811073036244
outflow,1Cauchy,-11.789285168698163
outflow,1Cauchy,-10.792276126786303
outflow,1Cauchy,-9.921904763281537
outflow,1Cauchy,-9.573794309965162
outflow,1Cauchy,-5.712237440167817
inflow,1Normal,-2557.213666102431
inflow,1Normal,-945.8199176280967
inflow,1Normal,-350.3804959237968
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-12.180120751554462
outflow,1Cauchy,-9.401942690836746
outflow,1Cauchy,-8.95176548169054
outflow,1Cauchy,-8.870985942540042
outflow,1Cauchy,-8.815233271601945
outflow,1Cauchy,-8.674710348389821
outflow,1Cauchy,-8.459028224676107
outflow,1Cauchy,-7.2541700698899785
inflow,1Normal,-2740.571326743146
inflow,1Normal,-654.4195862627251
inflow,1Normal,-616.5147291319588
inflow,1Normal,-574.4915880926388
inflow,1Normal,-486.63501683473385
outflow,2Poisson,-340
outflow,1Cauchy,-48.17386945881172
outflow,1Cauchy,-24.345445877058545
outflow,1Cauchy,-20.61764723550238
outflow,1Cauchy,-11.227430345184912
outflow,1Cauchy,-10.9619805013314
outflow,1Cauchy,-10.868698608991762
outflow,1Cauchy,-9.3282647698803
outflow,1Cauchy,-8.213986655701618
inflow,1Normal,-3529.073045695279
inflow,1Normal,-867.9093961118089
inflow,1Normal,-454.6403745812462
inflow,1Normal,-300.1556395872157
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-15.693362697799394
outflow,1Cauchy,-12.126874315890845
outflow,1Cauchy,-11.477362402088207
outflow,1Cauchy,-9.033464408090454
outflow,1Cauchy,-8.141387880387445
outflow,1Cauchy,-7.44508298966554
outflow,1Cauchy,-6.1166180442012
inflow,1Normal,-2605.071879487841
inflow,1Normal,-2156.1885441783247
inflow,1Normal,-1649.6917441305823
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-10.267061856612457
outflow,1Cauchy,-9.91886081443227
outflow,1Cauchy,-9.838544216675448
outflow,1Cauchy,-9.78323039330988
outflow,1Cauchy,-9.469460849903902
outflow,1Cauchy,-7.388397083638711
outflow,1Cauchy,-6.3268298455025604
outflow,1Cauchy,-5.632868035114379
inflow,1Normal,-2605.123179789472
inflow,1Normal,-934.173290283443
inflow,1Normal,-906.0659766634451
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-28.36597219118282
outflow,1Cauchy,-12.003300022533402
outflow,1Cauchy,-11.445005668295446
outflow,1Cauchy,-10.349704883799566
outflow,1Cauchy,-9.933762542226894
outflow,1Cauchy,-9.910410748009106
outflow,1Cauchy,-9.868618213903309
outflow,1Cauchy,-4.236111557033241
inflow,1Normal,-2807.9915835978327
inflow,1Normal,-1714.4596507298609
inflow,1Normal,-585.6428147290245
inflow,1Normal,-405.2950196002374
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-119.32543226340684
outflow,1Cauchy,-37.12372897451395
outflow,1Cauchy,-23.104075877688473
outflow,1Cauchy,-12.523076852740752
outflow,1Cauchy,-11.940742453582011
outflow,1Cauchy,-10.579723998287271
outflow,1Cauchy,-8.95751481187469
outflow,1Cauchy,-8.611815573696692
outflow,1Cauchy,-6.736163589103388
inflow,1Normal,-1641.2585091845656
inflow,1Normal,-1333.6115349162847
inflow,1Normal,-1020.4489185403431
inflow,1Normal,-262.71786341888867
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-40.23371273686003
outflow,1Cauchy,-10.659109773180933
outflow,1Cauchy,-9.096544360188888
outflow,1Cauchy,-9.07902340839339
outflow,1Cauchy,-8.817622728102906
outflow,1Cauchy,-8.088070244419102
outflow,1Cauchy,-6.107827944699485
outflow,1Cauchy,-2.9059574781498707
inflow,1Normal,-1511.6612877798734
inflow,1Normal,-1085.9664758892673
inflow,1Normal,-378.77792760381726
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-11.59767984575487
outflow,1Cauchy,-10.904290450561549
outflow,1Cauchy,-10.40162673429074
outflow,1Cauchy,-9.868074942088215
outflow,1Cauchy,-9.16612029486846
outflow,1Cauchy,-9.103479261834226
outflow,1Cauchy,-8.26751849347196
inflow,1Normal,-2002.5422118319354
inflow,1Normal,-814.9662025776422
inflow,1Normal,-407.1752050318409
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-13.820271545527554
outflow,1Cauchy,-10.974329647912851
outflow,1Cauchy,-10.224563426004856
outflow,1Cauchy,-9.060090367933148
outflow,1Cauchy,-6.288858077017114
outflow,1Cauchy,-5.811226073353228
outflow,1Cauchy,-4.658820035567372
outflow,1Cauchy,-1.2873999499565887
inflow,1Normal,-2893.2220811022335
inflow,1Normal,-2065.6161783921507
inflow,1Normal,-466.0762190870361
inflow,1Normal,-436.95672850732416
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-21.911957792433718
outflow,1Cauchy,-17.13773129044931
outflow,1Cauchy,-9.996339093495026
outflow,1Cauchy,-9.59372483960123
outflow,1Cauchy,-9.587054431722464
outflow,1Cauchy,-8.530551866795701
outflow,1Cauchy,-7.8953535035069375
outflow,1Cauchy,-5.517446402133205
outflow,1Cauchy,-15682.35269746889
outflow,2Poisson,-170
outflow,1Cauchy,-20.40408271071388
outflow,1Cauchy,-18.33631089858649
outflow,1Cauchy,-14.274384128031471
outflow,1Cauchy,-12.6718363505711
outflow,1Cauchy,-8.066853072923031
outflow,1Cauchy,-7.482294144873997
outflow,1Cauchy,-5.209540190133596
inflow,1Normal,-1690.5089994189875
inflow,1Normal,-915.8030540403334
