Source Type,Distribution,Amount
inflow,1Normal,-486.46447131688575
outflow,2Poisson,-170
outflow,1Cauchy,-19.913264043292283
outflow,1Cauchy,-10.084422692478062
outflow,1Cauchy,-9.65799487946554
outflow,1Cauchy,-9.37332583299954
outflow,1Cauchy,-8.908270490366284
outflow,1Cauchy,-8.612875244239984
outflow,1Cauchy,-5.649202061799446
inflow,1Normal,-1665.2519961858268
inflow,1Normal,-1450.9147441976052
inflow,1Normal,-845.9811970727692
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-18.703354767777064
outflow,1Cauchy,-11.976663004705884
outflow,1Cauchy,-10.158063014996655
outflow,1Cauchy,-9.962546747181543
outflow,1Cauchy,-8.908634407093201
outflow,1Cauchy,-8.803271073527139
outflow,1Cauchy,-5.2473970573898985
inflow,1Normal,-2231.53939803965
inflow,1Normal,-1560.1748570196378
inflow,1Normal,-1165.7201118356159
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-19.95682829453869
outflow,1Cauchy,-12.912163818494758
outflow,1Cauchy,-10.836262123574329
outflow,1Cauchy,-8.888730679959892
outflow,1Cauchy,-7.494364123575151
outflow,1Cauchy,-7.282015216279762
outflow,1Cauchy,-5.287181454244177
inflow,1Normal,-3139.187723430701
inflow,1Normal,-1381.127800056192
inflow,1Normal,-783.235163560801
inflow,1Normal,-520.4896780226139
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-15.620734602145088
outflow,1Cauchy,-14.49292367574406
outflow,1Cauchy,-8.657384035590923
outflow,1Cauchy,-7.126645421261316
outflow,1Cauchy,-4.9084808379471845
inflow,1Normal,-1928.0287435235507
inflow,1Normal,-1305.1486658568606
outflow,2Poisson,-170
outflow,1Cauchy,-21.007705415633108
outflow,1Cauchy,-17.099376323456603
outflow,1Cauchy,-14.417561644898019
outflow,1Cauchy,-10.501552425784
outflow,1Cauchy,-10.06010743418415
outflow,1Cauchy,-8.584970788128727
outflow,1Cauchy,-5.910303496128568
inflow,1Normal,-2470.7510732858027
inflow,1Normal,-1919.4690931155499
inflow,1Normal,-856.7790419812322
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-21.421547153561797
outflow,1Cauchy,-10.60381163896194
outflow,1Cauchy,-10.420228955918605
outflow,1Cauchy,-9.06383574901728
outflow,1Cauchy,-8.315555445884034
outflow,1Cauchy,-8.300268175294127
outflow,1Cauchy,-7.68439353254232
inflow,1Normal,-1607.165067029194
inflow,1Normal,-802.3740338403162
inflow,1Normal,-797.8582213097351
inflow,1Normal,-414.9474600193475
outflow,2Poisson,-340
inflow,1Normal,-333.62223074332394
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-54.16265153818899
outflow,1Cauchy,-12.415779333745292
outflow,1Cauchy,-10.131406856477513
outflow,1Cauchy,-7.884851209738662
outflow,1Cauchy,-5.711915850025828
outflow,1Cauchy,-2.8076484584621895
outflow,1Cauchy,-2.4790043932882835
inflow,1Normal,-2256.8649029033386
inflow,1Normal,-1952.2258974198792
inflow,1Normal,-995.8064746944494
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-10.708095498944333
outflow,1Cauchy,-10.207796294334976
outflow,1Cauchy,-7.977571036017244
outflow,1Cauchy,-6.551424372940785
outflow,1Cauchy,-6.3078561562116535
outflow,1Cauchy,-4.41672838555887
inflow,1Normal,-2038.9825477226452
inflow,1Normal,-1068.82438711507
inflow,1Normal,-197.59398356052776
outflow,1Cauchy,-17.780606922007262
outflow,1Cauchy,-13.785780521625883
outflow,1Cauchy,-13.61682007380407
outflow,1Cauchy,-10.631797966499004
outflow,1Cauchy,-10.30361232267565
outflow,1Cauchy,-9.831362610756202
outflow,1Cauchy,-9.48882691918512
inflow,1Normal,-1996.5260372528135
inflow,1Normal,-1744.9516232978303
inflow,1Normal,-880.9329479836982
inflow,1Normal,-478.028201407761
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-13.008526266321
outflow,1Cauchy,-10.610808929201337
outflow,1Cauchy,-9.858587985356765
outflow,1Cauchy,-8.959033835377216
outflow,1Cauchy,-8.597819952841045
inflow,1Normal,-2103.3145796951176
inflow,1Normal,-1997.979458468096
inflow,1Normal,-897.4692469352462
inflow,1Normal,-443.2521613157029
outflow,2Poisson,-170
outflow,1Cauchy,-15.770939817640828
outflow,1Cauchy,-9.644673807351541
outflow,1Cauchy,-9.61123625328898
outflow,1Cauchy,-9.237504137691932
outflow,1Cauchy,-7.436421773089897
outflow,1Cauchy,-2.6739679573598654
inflow,1Normal,-1730.3471592927835
inflow,1Normal,-886.9546565497412
inflow,1Normal,-690.3237527970318
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,1Cauchy,-25.46561720168018
outflow,1Cauchy,-13.747358367652572
outflow,1Cauchy,-10.745336478746784
outflow,1Cauchy,-9.775886173400128
outflow,1Cauchy,-9.658620412698669
outflow,1Cauchy,-7.431770058291336
outflow,1Cauchy,-6.648572807794359
inflow,1Normal,-2411.6357031377697
inflow,1Normal,-1083.514030826906
inflow,1Normal,-667.3726042457386
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-12.578256793012955
outflow,1Cauchy,-12.24461863267797
outflow,1Cauchy,-11.77738369955946
outflow,1Cauchy,-11.514017590208654
outflow,1Cauchy,-10.694922854177884
outflow,1Cauchy,-9.03703998916369
outflow,1Cauchy,-8.221330448613951
inflow,1Normal,-1461.8417973398443
inflow,1Normal,-1078.4748247823952
inflow,1Normal,-292.20478413684106
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-153.699436868704
outflow,1Cauchy,-29.365038310564078
outflow,1Cauchy,-14.636125077627412
outflow,1Cauchy,-11.384936731872076
outflow,1Cauchy,-9.445355606799987
outflow,1Cauchy,-8.730490371274822
outflow,1Cauchy,-8.409587402169393
inflow,1Normal,-1505.8315065642023
inflow,1Normal,-1411.959137354774
inflow,1Normal,-798.3388037116129
inflow,1Normal,-256.7747560510494
inflow,1Normal,-200.19686262571312
outflow,2Poisson,-170
outflow,1Cauchy,-17.23020752162794
outflow,1Cauchy,-10.991991921828545
outflow,1Cauchy,-9.69245972552199
outflow,1Cauchy,-8.013446275692273
outflow,1Cauchy,-5.864358283326891
outflow,1Cauchy,-4.5079979536657815
inflow,1Normal,-1590.2939133999093
inflow,1Normal,-1362.300465181288
inflow,1Normal,-597.2891754505515
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-48.07665335787419
outflow,1Cauchy,-10.20296328839904
outflow,1Cauchy,-9.808816540391907
outflow,1Cauchy,-9.751036500398879
outflow,1Cauchy,-8.945441766456547
outflow,1Cauchy,-4.888003136558092
outflow,1Cauchy,-2.0885625298337587
inflow,1Normal,-1204.2488149069636
inflow,1Normal,-706.9424237619018
inflow,1Normal,-213.4555793813945
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-149.61447589739726
outflow,1Cauchy,-44.36327306640187
outflow,1Cauchy,-10.835552319910839
outflow,1Cauchy,-9.35288424693833
outflow,1Cauchy,-9.26573046850601
outflow,1Cauchy,-9.225881571622663
outflow,1Cauchy,-8.378517493425266
outflow,1Cauchy,-3.2034851904695856
inflow,1Normal,-2443.7695505324527
inflow,1Normal,-1415.7051564510948
inflow,1Normal,-355.8638813795145
outflow,2Poisson,-340
inflow,1Normal,-148.51442388440609
outflow,1Cauchy,-13.491291062619727
outflow,1Cauchy,-13.442205454163629
outflow,1Cauchy,-9.66727686024405
outflow,1Cauchy,-8.773727930967532
outflow,1Cauchy,-8.611351078297226
outflow,1Cauchy,-7.933949311384623
outflow,1Cauchy,-1.5267091671786854
inflow,1Normal,-1906.187232128604
inflow,1Normal,-968.7315625242633
inflow,1Normal,-383.2868293166609
inflow,1Normal,-172.26814150389345
outflow,2Poisson,-170
outflow,1Cauchy,-41.10321831834842
outflow,1Cauchy,-15.546867253207
outflow,1Cauchy,-13.662168641438111
outflow,1Cauchy,-9.86343053893049
outflow,1Cauchy,-7.664060799964728
outflow,1Cauchy,-4.270203360089638
inflow,1Normal,-1637.735567966864
inflow,1Normal,-1484.8552238169034
inflow,1Normal,-1379.2274182703106
inflow,1Normal,-844.0683280604304
inflow,1Normal,-193.00358991854375
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-66.65039647991705
inflow,1Normal,-44.41566902521803
outflow,1Cauchy,-12.612648110290287
outflow,1Cauchy,-10.731122977206704
outflow,1Cauchy,-10.645127096020753
outflow,1Cauchy,-10.641614904151623
outflow,1Cauchy,-9.34300516954413
outflow,1Cauchy,-1.9907088223763836
inflow,1Normal,-1349.987290047523
inflow,1Normal,-1198.470402312661
inflow,1Normal,-780.5904705056864
inflow,1Normal,-716.2332191189499
outflow,1Cauchy,-203.8574534010392
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-13.729339471748744
outflow,1Cauchy,-10.498017330885702
outflow,1Cauchy,-8.053098076811962
outflow,1Cauchy,-5.071292778247308
outflow,1Cauchy,-2.3038997871541973
outflow,1Cauchy,-1.079974857805821
inflow,1Normal,-670.6452347960329
inflow,1Normal,-635.1914470758551
inflow,1Normal,-484.8097794643078
inflow,1Normal,-367.1645985120293
inflow,1Normal,-205.51005718510675
outflow,1Cauchy,-13.304616243500911
outflow,1Cauchy,-12.23553763859685
outflow,1Cauchy,-11.737266051024138
outflow,1Cauchy,-10.44441589094856
outflow,1Cauchy,-10.248563001396432
outflow,1Cauchy,-9.405243804766675
outflow,1Cauchy,-6.954697086016016
inflow,1Normal,-2618.388454899108
inflow,1Normal,-1196.1428307504334
inflow,1Normal,-267.97777029045096
outflow,1Cauchy,-19.13505820789983
outflow,1Cauchy,-17.235205101754183
outflow,1Cauchy,-12.520648681623282
outflow,1Cauchy,-12.234086125438854
outflow,1Cauchy,-11.653041147717191
outflow,1Cauchy,-9.615998505485852
outflow,1Cauchy,-9.189464054779279
inflow,1Normal,-2409.717537435582
inflow,1Normal,-987.5110423601477
inflow,1Normal,-753.2026427156005
outflow,2Poisson,-170
outflow,1Cauchy,-22.63578280461183
outflow,1Cauchy,-20.09555092632352
outflow,1Cauchy,-12.528646296154026
outflow,1Cauchy,-12.04201479662026
outflow,1Cauchy,-10.937700916574787
outflow,1Cauchy,-6.804622302571081
inflow,1Normal,-2441.661541201072
inflow,1Normal,-1711.8070225948657
inflow,1Normal,-1260.8121729062318
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-16.238066939153335
outflow,1Cauchy,-11.247921852019635
outflow,1Cauchy,-11.247294572459854
outflow,1Cauchy,-10.161896722442659
outflow,1Cauchy,-8.739267728941977
outflow,1Cauchy,-8.649935602165783
outflow,1Cauchy,-8.165329106740133
inflow,1Normal,-2456.060766725622
inflow,1Normal,-1126.3022167454928
inflow,1Normal,-729.721426866687
outflow,2Poisson,-170
inflow,1Normal,-25.743417564243032
outflow,1Cauchy,-16.596221471862734
outflow,1Cauchy,-12.704746864243932
outflow,1Cauchy,-12.167211109015705
outflow,1Cauchy,-9.896332574661018
outflow,1Cauchy,-8.53750919861304
outflow,1Cauchy,-6.1932165062900975
inflow,1Normal,-1505.393232517656
inflow,1Normal,-546.4692150713596
inflow,1Normal,-538.5410546471608
inflow,1Normal,-373.45489134859093
outflow,2Poisson,-170
outflow,1Cauchy,-15.572078118579377
outflow,1Cauchy,-15.417001557574466
outflow,1Cauchy,-15.038760557215468
outflow,1Cauchy,-12.333578350249196
outflow,1Cauchy,-12.253716570047208
outflow,1Cauchy,-10.692660585989433
outflow,1Cauchy,-6.225688832795642
inflow,1Normal,-1900.1511216925244
inflow,1Normal,-641.6545707124218
inflow,1Normal,-588.3649014043183
inflow,1Normal,-226.7142535371896
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-154.14012565183236
outflow,1Cauchy,-33.159114555872506
outflow,1Cauchy,-15.176359653802898
outflow,1Cauchy,-13.645936296855686
outflow,1Cauchy,-10.014005236710767
outflow,1Cauchy,-9.062687221034581
outflow,1Cauchy,-7.408870291868695
outflow,1Cauchy,-7.279743059630804
inflow,1Normal,-1151.6358607967477
inflow,1Normal,-1034.1243702018978
inflow,1Normal,-964.9648176378356
inflow,1Normal,-744.1088996268292
outflow,2Poisson,-170
inflow,1Normal,-27.83336934044449
outflow,1Cauchy,-17.468705549518006
outflow,1Cauchy,-15.428765670700038
outflow,1Cauchy,-11.650377445339753
outflow,1Cauchy,-11.27441190796545
outflow,1Cauchy,-10.208722192092655
outflow,1Cauchy,-9.40846652524487
outflow,1Cauchy,-8.21110144210572
inflow,1Normal,-1040.9741008332605
inflow,1Normal,-966.7533167465482
inflow,1Normal,-934.9220501657122
inflow,1Normal,-296.6765048376765
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-130.33148394910904
outflow,1Cauchy,-61.11916897666166
outflow,1Cauchy,-17.30923954289603
outflow,1Cauchy,-14.836844601582342
outflow,1Cauchy,-13.024022730340157
outflow,1Cauchy,-11.253723225876545
outflow,1Cauchy,-8.827593455155194
outflow,1Cauchy,-3.6740367330219863
inflow,1Normal,-2481.2402786696452
inflow,1Normal,-1500.747873837355
inflow,1Normal,-613.86140337863
outflow,2Poisson,-170
outflow,1Cauchy,-23.288323701108553
outflow,1Cauchy,-11.294096486064547
outflow,1Cauchy,-10.500415282250708
outflow,1Cauchy,-9.802224042835672
outflow,1Cauchy,-8.945140492037101
outflow,1Cauchy,-8.846215306736058
outflow,1Cauchy,-6.392869225375922
inflow,1Normal,-1260.1645116241727
inflow,1Normal,-1226.44963357663
inflow,1Normal,-1142.5983131908702
inflow,1Normal,-265.88355479003525
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-11.412192995924237
outflow,1Cauchy,-9.750292876006617
outflow,1Cauchy,-9.576849114171297
outflow,1Cauchy,-9.21710470894698
outflow,1Cauchy,-7.974334429127229
outflow,1Cauchy,-5.516935591331056
outflow,1Cauchy,-5.018997103813023
inflow,1Normal,-2846.814223537832
inflow,1Normal,-2598.7840774296947
inflow,1Normal,-1570.8174906033673
inflow,1Normal,-458.18791048825244
inflow,1Normal,-256.5816475148346
outflow,2Poisson,-170
outflow,1Cauchy,-11.315294326770722
outflow,1Cauchy,-10.025816162738392
outflow,1Cauchy,-9.104850213038588
outflow,1Cauchy,-8.808256767571432
outflow,1Cauchy,-6.383089380071894
outflow,1Cauchy,-6.045496458443153
outflow,1Cauchy,-5.429837539518784
inflow,1Normal,-1809.282274490981
inflow,1Normal,-1590.0280417698993
inflow,1Normal,-469.89167307105964
outflow,2Poisson,-170
inflow,1Normal,-113.54241197038668
inflow,1Normal,-54.92825094992231
outflow,1Cauchy,-10.624520312556761
outflow,1Cauchy,-10.525472422868788
outflow,1Cauchy,-9.855146270036492
outflow,1Cauchy,-9.81340040464958
outflow,1Cauchy,-9.75744130574171
outflow,1Cauchy,-9.659573802059068
outflow,1Cauchy,-9.552929841512432
inflow,1Normal,-2169.2381308959034
inflow,1Normal,-1752.7042645399604
inflow,1Normal,-1036.59029154204
inflow,1Normal,-213.67650259222373
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-13.227908731443913
outflow,1Cauchy,-10.560634586627156
outflow,1Cauchy,-9.578485251069091
outflow,1Cauchy,-9.23461867904044
outflow,1Cauchy,-9.145677821011509
outflow,1Cauchy,-9.107979377464035
outflow,1Cauchy,-8.882345935350008
inflow,1Normal,-2294.943576388304
inflow,1Normal,-1670.6238204548683
inflow,1Normal,-1065.9474029858586
inflow,1Normal,-450.1999559592875
outflow,2Poisson,-170
inflow,1Normal,-41.69122665860563
outflow,1Cauchy,-11.340833151129715
outflow,1Cauchy,-10.992396507576336
outflow,1Cauchy,-10.717571101598379
outflow,1Cauchy,-10.15887701067334
outflow,1Cauchy,-9.97352694792833
outflow,1Cauchy,-7.232040643787349
outflow,1Cauchy,-5.96826744883259
inflow,1Normal,-2203.007278110539
inflow,1Normal,-975.7231096665937
outflow,2Poisson,-340
inflow,1Normal,-171.71068473982558
outflow,1Cauchy,-19.04549122824175
outflow,1Cauchy,-18.424850824495667
outflow,1Cauchy,-9.699699909278962
outflow,1Cauchy,-9.08913774086943
outflow,1Cauchy,-5.640585614094982
outflow,1Cauchy,-5.6228717148453216
inflow,1Normal,-2008.867054673761
inflow,1Normal,-1215.420826168357
inflow,1Normal,-1013.3761420305866
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-67.9777641882196
inflow,1Normal,-47.55999062202445
outflow,1Cauchy,-13.472993100060801
outflow,1Cauchy,-12.517275532878323
outflow,1Cauchy,-12.068559490383551
outflow,1Cauchy,-10.961466189548707
outflow,1Cauchy,-9.538997326784003
outflow,1Cauchy,-4.785379094304402
inflow,1Normal,-2161.2485519268707
inflow,1Normal,-1912.0071588063304
inflow,1Normal,-948.2517941524559
inflow,1Normal,-217.29228765139334
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-10.392790470732594
outflow,1Cauchy,-9.727044405917876
outflow,1Cauchy,-9.23420781763644
outflow,1Cauchy,-7.770740310742863
outflow,1Cauchy,-7.651653258059046
outflow,1Cauchy,-7.3494283372267954
outflow,1Cauchy,-5.784717557020844
outflow,1Cauchy,-9916.742665874433
inflow,1Normal,-3663.9571361218054
inflow,1Normal,-311.5177373767999
inflow,1Normal,-177.01011342207735
outflow,2Poisson,-170
outflow,1Cauchy,-17.879654330374184
outflow,1Cauchy,-14.945948771703373
outflow,1Cauchy,-12.571855056678856
outflow,1Cauchy,-9.76825710586065
outflow,1Cauchy,-9.737138498758293
inflow,1Normal,-1221.7748659714528
inflow,1Normal,-555.5985394060208
inflow,1Normal,-492.4028510288274
inflow,1Normal,-171.15128649346119
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-60.99986614232975
outflow,1Cauchy,-27.073853137236608
outflow,1Cauchy,-11.976472909072138
outflow,1Cauchy,-9.773119339619495
outflow,1Cauchy,-9.381972069407036
outflow,1Cauchy,-8.469753382831147
outflow,1Cauchy,-7.729918651315827
outflow,1Cauchy,-2.0814140330824378
inflow,1Normal,-2545.694608439544
inflow,1Normal,-1128.3583351693562
inflow,1Normal,-520.7065855780864
outflow,2Poisson,-170
outflow,1Cauchy,-44.14811895712318
inflow,1Normal,-20.277364905062356
outflow,1Cauchy,-11.26344525326751
outflow,1Cauchy,-11.177301871380633
outflow,1Cauchy,-11.084030298869909
outflow,1Cauchy,-10.802584844968594
outflow,1Cauchy,-8.384808482800064
outflow,1Cauchy,-8.037955510029319
inflow,1Normal,-2395.8162910493857
inflow,1Normal,-1229.977323714772
inflow,1Normal,-228.60245850656577
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-11.918932187751421
outflow,1Cauchy,-11.815241067380855
outflow,1Cauchy,-11.78171279949319
outflow,1Cauchy,-11.218425557503913
outflow,1Cauchy,-9.949804823425534
outflow,1Cauchy,-9.071958263808616
outflow,1Cauchy,-6.404004223605437
inflow,1Normal,-2165.2477194685907
inflow,1Normal,-1090.8454367027573
outflow,2Poisson,-340
inflow,1Normal,-215.71015879252258
inflow,1Normal,-202.98196044777512
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-13.089902558934982
outflow,1Cauchy,-12.162084782455505
outflow,1Cauchy,-11.339333473872511
outflow,1Cauchy,-9.934031622579166
outflow,1Cauchy,-8.094020857220206
outflow,1Cauchy,-7.424720150818914
outflow,1Cauchy,-7.139344764714645
inflow,1Normal,-789.3362329173723
inflow,1Normal,-764.5060546896325
inflow,1Normal,-699.8930849697025
inflow,1Normal,-659.5284480175454
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,1Cauchy,-20.374758293895198
outflow,1Cauchy,-10.898938143205013
outflow,1Cauchy,-10.781604681678019
outflow,1Cauchy,-9.004729158216904
outflow,1Cauchy,-7.829009330701135
outflow,1Cauchy,-5.641474641575185
outflow,1Cauchy,-1.6043076943100587
inflow,1Normal,-2193.674999282527
inflow,1Normal,-489.7095335771521
outflow,2Poisson,-170
inflow,1Normal,-64.84574024281855
outflow,1Cauchy,-10.098524795665382
outflow,1Cauchy,-9.626403592223703
outflow,1Cauchy,-8.860461673909677
outflow,1Cauchy,-7.6046069609934435
outflow,1Cauchy,-6.951244468590158
outflow,1Cauchy,-4.928685792478243
outflow,1Cauchy,-4.321073579586526
inflow,1Normal,-2254.9606248906707
inflow,1Normal,-2243.6124544153836
inflow,1Normal,-1147.904658055679
inflow,1Normal,-723.8134140333088
outflow,2Poisson,-170
outflow,1Cauchy,-45.06606447234043
outflow,1Cauchy,-16.36633035742507
outflow,1Cauchy,-11.171349242100648
outflow,1Cauchy,-7.826763144861207
outflow,1Cauchy,-6.56066268912423
outflow,1Cauchy,-5.826513857620303
inflow,1Normal,-627.3821291650553
inflow,1Normal,-607.1128018382925
inflow,1Normal,-505.2612013039859
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-161.11712219000225
inflow,1Normal,-108.53566879286589
outflow,1Cauchy,-15.652262104494218
outflow,1Cauchy,-13.657754201274564
outflow,1Cauchy,-10.73760763516331
outflow,1Cauchy,-10.604001876161
outflow,1Cauchy,-10.201292466210498
outflow,1Cauchy,-7.612615915693205
outflow,1Cauchy,-6.97662510776855
inflow,1Normal,-1412.385025424151
inflow,1Normal,-1407.8938344210812
inflow,1Normal,-637.8380550992081
inflow,1Normal,-309.45283355241315
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-16.249104566013504
outflow,1Cauchy,-15.677398243090911
outflow,1Cauchy,-12.998975240746391
outflow,1Cauchy,-11.065686950578485
outflow,1Cauchy,-9.295441397958331
outflow,1Cauchy,-6.929559607597392
outflow,1Cauchy,-4.6974604392179105
outflow,1Cauchy,-15448.223595019188
inflow,1Normal,-3564.5337751355364
inflow,1Normal,-867.3842675612658
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-63.42610511201689
inflow,1Normal,-52.8129705288638
inflow,1Normal,-51.53653832272482
outflow,1Cauchy,-10.840788646337773
outflow,1Cauchy,-9.688235526552955
outflow,1Cauchy,-4.574334290812169
outflow,1Cauchy,-3.268602786395258
inflow,1Normal,-2432.745648182136
inflow,1Normal,-2160.138015550909
inflow,1Normal,-1349.247703357144
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-34.964558638047095
outflow,1Cauchy,-15.44337094318065
outflow,1Cauchy,-10.184776842307187
