Source Type,Distribution,Amount
outflow,1Cauchy,-10.398963034910157
inflow,1Normal,-1424.925189061748
inflow,1Normal,-1002.1584089167302
inflow,1Normal,-515.8867570674861
outflow,2Poisson,-170
outflow,1Cauchy,-13.474031487689002
outflow,1Cauchy,-12.916810821332252
outflow,1Cauchy,-10.925684301377979
outflow,1Cauchy,-9.455762661051873
inflow,1Normal,-2065.9835816870905
inflow,1Normal,-1529.879935525448
inflow,1Normal,-730.621474520997
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-21.955599172569023
outflow,1Cauchy,-16.81389764610383
outflow,1Cauchy,-11.983241215198257
outflow,1Cauchy,-9.019630575961493
outflow,1Cauchy,-8.247085507051766
inflow,1Normal,-2627.410102171924
inflow,1Normal,-633.5560306646717
outflow,2Poisson,-170
outflow,1Cauchy,-46.57529785299747
outflow,1Cauchy,-29.330776162656115
outflow,1Cauchy,-11.219309503471614
outflow,1Cauchy,-9.590784558268073
outflow,1Cauchy,-8.140581277330297
inflow,1Normal,-1532.564362639741
inflow,1Normal,-1016.5019652450326
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-31.979059852000876
outflow,1Cauchy,-14.662540885835398
outflow,1Cauchy,-13.327532319738692
outflow,1Cauchy,-12.555583503626307
outflow,1Cauchy,-8.905365044675898
inflow,1Normal,-973.0052500341899
inflow,1Normal,-492.5874449587493
inflow,1Normal,-285.2279976151419
outflow,1Cauchy,-32.65633214125293
outflow,1Cauchy,-11.223013893306563
outflow,1Cauchy,-10.74823380916722
outflow,1Cauchy,-8.207963071927715
outflow,1Cauchy,-4.95384929267353
inflow,1Normal,-1905.2602689487578
inflow,1Normal,-1608.849553807581
inflow,1Normal,-810.0609682325885
outflow,1Cauchy,-12.18318683182943
outflow,1Cauchy,-10.995083806724367
outflow,1Cauchy,-9.521468073774814
outflow,1Cauchy,-8.960369151166717
outflow,1Cauchy,-7.093012851879905
inflow,1Normal,-2631.1918931436194
inflow,1Normal,-447.51599752673565
outflow,2Poisson,-170
outflow,1Cauchy,-19.18459084270011
outflow,1Cauchy,-11.123327648517437
outflow,1Cauchy,-10.76195726701711
outflow,1Cauchy,-8.918757061642832
inflow,1Normal,-2162.2423043887748
inflow,1Normal,-337.40834750044434
outflow,2Poisson,-170
outflow,1Cauchy,-25.477100831344735
outflow,1Cauchy,-17.712602255879816
outflow,1Cauchy,-10.980420450218473
outflow,1Cauchy,-9.094266355855996
outflow,1Cauchy,-8.918695510898582
inflow,1Normal,-1806.6211206445737
inflow,1Normal,-387.36469465509236
outflow,1Cauchy,-16.737178050737263
outflow,1Cauchy,-11.345400496742126
outflow,1Cauchy,-10.688020241769472
outflow,1Cauchy,-7.777282800778883
inflow,1Normal,-1784.8200668678196
inflow,1Normal,-1096.9307310479035
inflow,1Normal,-141.18128608311906
outflow,1Cauchy,-11.689278894416713
outflow,1Cauchy,-10.902659970599581
outflow,1Cauchy,-10.018948738170351
outflow,1Cauchy,-9.81911491676611
outflow,1Cauchy,-5.117219038848052
inflow,1Normal,-1353.708548616528
inflow,1Normal,-497.3103917538168
outflow,2Poisson,-340
inflow,1Normal,-207.96133324672434
inflow,1Normal,-188.16901461570944
outflow,1Cauchy,-12.74837793988951
outflow,1Cauchy,-11.040289444407433
outflow,1Cauchy,-9.153795712510128
outflow,1Cauchy,-8.670967938638123
outflow,1Cauchy,-7.282700409541992
outflow,1Cauchy,-19038.367465768653
inflow,1Normal,-658.7715115387738
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-39.96134014730025
outflow,1Cauchy,-13.388373096264669
outflow,1Cauchy,-7.866772654927701
outflow,1Cauchy,-5.7547615343093454
outflow,1Cauchy,-4344.242536871411
outflow,2Poisson,-170
inflow,1Normal,-120.83226603554493
outflow,1Cauchy,-48.215729174786155
outflow,1Cauchy,-28.85088179855359
outflow,1Cauchy,-12.812361535937889
outflow,1Cauchy,-9.28201172760135
inflow,1Normal,-811.6870746145142
inflow,1Normal,-474.06893270496545
inflow,1Normal,-104.64010486826716
outflow,1Cauchy,-28.41577325470176
outflow,1Cauchy,-8.75307895865768
outflow,1Cauchy,-8.46686639219617
outflow,1Cauchy,-5.768262233454013
outflow,1Cauchy,-5.759190454443421
inflow,1Normal,-3314.5562275811358
inflow,1Normal,-1159.0016948704747
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-17.24385046224096
outflow,1Cauchy,-16.87341092666062
outflow,1Cauchy,-12.504976488379942
outflow,1Cauchy,-11.9696781198877
outflow,1Cauchy,-10.283699902909984
inflow,1Normal,-893.7249107571809
inflow,1Normal,-634.3334233459896
inflow,1Normal,-366.7934100043329
outflow,1Cauchy,-289.71117608404836
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-11.821799666519535
outflow,1Cauchy,-10.959485393477076
outflow,1Cauchy,-10.122304019551267
outflow,1Cauchy,-7.1057629472488175
inflow,1Normal,-3206.308763890657
inflow,1Normal,-796.1523172844466
inflow,1Normal,-443.9409699614387
inflow,1Normal,-420.35027959845655
outflow,2Poisson,-170
outflow,1Cauchy,-21.061730074743082
outflow,1Cauchy,-10.682221263320908
outflow,1Cauchy,-9.508945799910263
outflow,1Cauchy,-8.195649156268685
inflow,1Normal,-2319.2800968596885
inflow,1Normal,-1909.0523699863552
inflow,1Normal,-431.5986535380823
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-14.951425986768346
outflow,1Cauchy,-10.496288290999884
outflow,1Cauchy,-4.755141617576095
outflow,1Cauchy,-3.922811204734968
outflow,1Cauchy,-2.395072036652823
inflow,1Normal,-1067.664887267811
inflow,1Normal,-815.4199817811887
inflow,1Normal,-609.3556244990395
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-84.44866021093524
inflow,1Normal,-25.91663814922356
outflow,1Cauchy,-12.315365894883527
outflow,1Cauchy,-12.232308583321057
outflow,1Cauchy,-8.75207893484586
inflow,1Normal,-1167.9089823221314
inflow,1Normal,-651.6673636621388
outflow,2Poisson,-170
inflow,1Normal,-129.0647275941236
outflow,1Cauchy,-80.67142220885194
outflow,1Cauchy,-22.527707911021146
outflow,1Cauchy,-9.776241459950871
outflow,1Cauchy,-6.464545756853701
outflow,1Cauchy,-3.296507795189905
inflow,1Normal,-2374.5618657589716
inflow,1Normal,-1107.4907904928632
inflow,1Normal,-141.369633711588
outflow,1Cauchy,-18.853055886731727
outflow,1Cauchy,-11.348142373813914
outflow,1Cauchy,-10.363981266806155
outflow,1Cauchy,-9.958794174308263
outflow,1Cauchy,-9.546349982769124
inflow,1Normal,-1349.0100054434693
inflow,1Normal,-936.4888531908189
inflow,1Normal,-233.95685614030236
outflow,2Poisson,-170
outflow,1Cauchy,-12.10919141722326
outflow,1Cauchy,-11.108525230953061
outflow,1Cauchy,-10.78908937946254
outflow,1Cauchy,-10.641674968498124
outflow,1Cauchy,-4.124343938461266
inflow,1Normal,-2200.1370586171342
inflow,1Normal,-215.5737302527843
outflow,1Cauchy,-15.107048773925321
outflow,1Cauchy,-10.636299011719872
outflow,1Cauchy,-10.133490276423629
outflow,1Cauchy,-9.932909463373736
outflow,1Cauchy,-9.601046122160968
inflow,1Normal,-1678.1364196796403
inflow,1Normal,-393.7385726480056
inflow,1Normal,-118.7290945769007
outflow,1Cauchy,-18.731902894000335
outflow,1Cauchy,-14.076838374414052
outflow,1Cauchy,-10.798603285885989
outflow,1Cauchy,-9.045324455184524
outflow,1Cauchy,-8.042055234914649
inflow,1Normal,-1498.9397963595663
inflow,1Normal,-678.3909194877605
inflow,1Normal,-33.888548833263066
outflow,1Cauchy,-13.554419767943786
outflow,1Cauchy,-10.92578704360689
outflow,1Cauchy,-10.094165753456549
outflow,1Cauchy,-7.449922887112887
outflow,1Cauchy,-6.837767176767892
inflow,1Normal,-2443.986074174946
inflow,1Normal,-825.4210035744798
inflow,1Normal,-431.3858837631173
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-14.168105513242562
outflow,1Cauchy,-12.983993492150413
outflow,1Cauchy,-10.530326534896098
outflow,1Cauchy,-9.460422464378142
outflow,1Cauchy,-7.304013964712454
inflow,1Normal,-1665.2519961858268
inflow,1Normal,-1450.9147441976052
inflow,1Normal,-845.9811970727692
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-11.976663004705884
outflow,1Cauchy,-10.158063014996655
outflow,1Cauchy,-9.962546747181543
outflow,1Cauchy,-8.908634407093201
outflow,1Cauchy,-8.803271073527139
inflow,1Normal,-2724.5381763402697
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-146.21753150932938
outflow,1Cauchy,-18.247622164506414
outflow,1Cauchy,-14.49809710133774
outflow,1Cauchy,-10.683053886578914
outflow,1Cauchy,-9.892457447750877
outflow,1Cauchy,-4.24863990425903
inflow,1Normal,-1887.204977530525
inflow,1Normal,-1703.466121653991
inflow,1Normal,-225.20049992481432
inflow,1Normal,-147.75322118579766
outflow,1Cauchy,-10.61974597132271
outflow,1Cauchy,-10.260765159456197
outflow,1Cauchy,-10.17755264706173
outflow,1Cauchy,-9.803597192182515
outflow,1Cauchy,-7.458873258737421
inflow,1Normal,-3117.281777007657
inflow,1Normal,-1570.9602660861435
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-25.812247789703882
outflow,1Cauchy,-14.46004490541321
outflow,1Cauchy,-12.433760461222096
outflow,1Cauchy,-8.101221429864985
inflow,1Normal,-2096.078933107784
inflow,1Normal,-1816.6763436152216
inflow,1Normal,-130.8204454397188
outflow,1Cauchy,-14.043654884125349
outflow,1Cauchy,-10.627752895431223
outflow,1Cauchy,-9.523004957727412
outflow,1Cauchy,-8.081936981515438
outflow,1Cauchy,-6.771870958662795
inflow,1Normal,-3139.187723430701
inflow,1Normal,-1381.127800056192
inflow,1Normal,-783.235163560801
outflow,2Poisson,-170
outflow,1Cauchy,-15.620734602145088
outflow,1Cauchy,-14.49292367574406
outflow,1Cauchy,-8.657384035590923
outflow,1Cauchy,-7.126645421261316
outflow,1Cauchy,-4.9084808379471845
inflow,1Normal,-2932.184574163725
inflow,1Normal,-1910.6250556019213
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-122.66024689002677
outflow,1Cauchy,-13.940298186448421
outflow,1Cauchy,-8.64024440171251
outflow,1Cauchy,-8.387081980702497
outflow,1Cauchy,-7.436798634649147
outflow,1Cauchy,-3.6834162750593773
inflow,1Normal,-1646.0317975298742
inflow,1Normal,-804.804599157891
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-10.595237369993567
outflow,1Cauchy,-10.432089589974222
outflow,1Cauchy,-10.341913856243243
outflow,1Cauchy,-6.881976158834272
outflow,1Cauchy,-1.9439361182874109
inflow,1Normal,-2452.420691372937
inflow,1Normal,-156.05542553600566
inflow,1Normal,-42.244569992458025
outflow,1Cauchy,-12.510896545717591
outflow,1Cauchy,-11.958000161509666
outflow,1Cauchy,-11.737795194944995
outflow,1Cauchy,-11.016735605997976
outflow,1Cauchy,-10.060833620230966
inflow,1Normal,-1928.0287435235507
inflow,1Normal,-1305.1486658568606
outflow,2Poisson,-170
outflow,1Cauchy,-14.417561644898019
outflow,1Cauchy,-10.501552425784
outflow,1Cauchy,-10.06010743418415
outflow,1Cauchy,-8.584970788128727
outflow,1Cauchy,-5.910303496128568
inflow,1Normal,-1879.2644639866921
inflow,1Normal,-425.1235672952095
outflow,2Poisson,-340
inflow,1Normal,-288.1762405703327
inflow,1Normal,-200.79629537547453
outflow,2Poisson,-170
outflow,1Cauchy,-11.634170901335345
outflow,1Cauchy,-9.927667284620926
outflow,1Cauchy,-9.443568311731964
outflow,1Cauchy,-9.214272223626331
outflow,1Cauchy,-7.909566241598957
inflow,1Normal,-1290.1376227544688
inflow,1Normal,-297.9594349709664
outflow,2Poisson,-170
outflow,1Cauchy,-13.885973277185887
outflow,1Cauchy,-11.74792346872456
outflow,1Cauchy,-11.167502261369723
outflow,1Cauchy,-10.723724957267695
outflow,1Cauchy,-5.568296195667585
inflow,1Normal,-2470.7510732858027
inflow,1Normal,-856.7790419812322
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-21.421547153561797
outflow,1Cauchy,-10.60381163896194
outflow,1Cauchy,-9.06383574901728
outflow,1Cauchy,-8.315555445884034
outflow,1Cauchy,-7.68439353254232
inflow,1Normal,-1676.5422817182805
inflow,1Normal,-183.25260996145437
outflow,1Cauchy,-14.589263409370602
outflow,1Cauchy,-10.648043417314751
outflow,1Cauchy,-10.495082234896913
outflow,1Cauchy,-9.72958795155103
outflow,1Cauchy,-5.59677779488007
inflow,1Normal,-2400.703547332791
inflow,1Normal,-197.56912960270796
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-144.51548968160887
inflow,1Normal,-47.48137761845701
outflow,1Cauchy,-22.982592645864862
outflow,1Cauchy,-11.960156312232103
outflow,1Cauchy,-11.387489072429691
outflow,1Cauchy,-9.805832153302866
outflow,1Cauchy,-5.864422040772605
inflow,1Normal,-2752.634949554306
inflow,1Normal,-1949.330353644872
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-11.17316826525338
outflow,1Cauchy,-9.730212550663987
outflow,1Cauchy,-6.504931213792829
outflow,1Cauchy,-5.444890642644304
outflow,1Cauchy,-3.4456676125247006
inflow,1Normal,-2028.2497781414663
inflow,1Normal,-871.091692487109
outflow,1Cauchy,-21.22557021443695
outflow,1Cauchy,-10.55137159956975
outflow,1Cauchy,-10.477889053977187
outflow,1Cauchy,-9.411582154099449
outflow,1Cauchy,-9.115014495549868
inflow,1Normal,-2145.994006908087
inflow,1Normal,-486.80648257415413
outflow,1Cauchy,-28.51403402679451
outflow,1Cauchy,-12.849857976027215
outflow,1Cauchy,-11.51420634677847
outflow,1Cauchy,-9.716688050946997
outflow,1Cauchy,-6.437203376228373
inflow,1Normal,-1952.2258974198792
inflow,1Normal,-995.8064746944494
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-10.708095498944333
outflow,1Cauchy,-10.207796294334976
outflow,1Cauchy,-6.3078561562116535
outflow,1Cauchy,-4.41672838555887
inflow,1Normal,-1798.8352804518797
inflow,1Normal,-1672.5997169785514
inflow,1Normal,-1216.4930545641582
outflow,2Poisson,-170
outflow,1Cauchy,-10.739473713797553
outflow,1Cauchy,-10.422584199622904
outflow,1Cauchy,-9.571081982461141
outflow,1Cauchy,-8.856994576867885
inflow,1Normal,-2145.046149736725
inflow,1Normal,-638.8711648908491
outflow,2Poisson,-510
inflow,1Normal,-175.31110843225298
outflow,1Cauchy,-12.644881137702905
outflow,1Cauchy,-12.235571171583821
outflow,1Cauchy,-10.521196673087964
outflow,1Cauchy,-9.108788374793917
outflow,1Cauchy,-8.636846875178215
inflow,1Normal,-1069.608173277957
inflow,1Normal,-1009.9164008180306
inflow,1Normal,-580.8841077888325
outflow,1Cauchy,-12.132138140391996
outflow,1Cauchy,-12.058584638930181
outflow,1Cauchy,-11.461732164458763
outflow,1Cauchy,-10.480742760559103
outflow,1Cauchy,-10.165587826910999
inflow,1Normal,-1468.877273098748
inflow,1Normal,-1067.334285533714
inflow,1Normal,-704.0906387718223
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,1Cauchy,-22.530469137407977
outflow,1Cauchy,-14.889137076538344
outflow,1Cauchy,-10.01443661548202
outflow,1Cauchy,-9.607555174694852
outflow,1Cauchy,-8.424442564644899
inflow,1Normal,-1068.82438711507
inflow,1Normal,-197.59398356052776
outflow,1Cauchy,-17.780606922007262
outflow,1Cauchy,-10.631797966499004
outflow,1Cauchy,-10.30361232267565
outflow,1Cauchy,-9.831362610756202
outflow,1Cauchy,-9.48882691918512
inflow,1Normal,-1996.5260372528135
inflow,1Normal,-1744.9516232978303
inflow,1Normal,-880.9329479836982
inflow,1Normal,-478.028201407761
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,1Cauchy,-13.008526266321
outflow,1Cauchy,-10.610808929201337
outflow,1Cauchy,-9.858587985356765
inflow,1Normal,-2103.3145796951176
inflow,1Normal,-1997.979458468096
inflow,1Normal,-897.4692469352462
inflow,1Normal,-443.2521613157029
outflow,2Poisson,-170
outflow,1Cauchy,-9.644673807351541
outflow,1Cauchy,-9.61123625328898
outflow,1Cauchy,-9.237504137691932
outflow,1Cauchy,-2.6739679573598654
inflow,1Normal,-2765.8261101837275
inflow,1Normal,-1665.1366948491798
inflow,1Normal,-296.11539614137394
outflow,1Cauchy,-13.169329696872447
outflow,1Cauchy,-10.838557067293511
outflow,1Cauchy,-9.883033014321688
outflow,1Cauchy,-9.699243477652288
outflow,1Cauchy,-9.069473977419626
inflow,1Normal,-1730.3471592927835
inflow,1Normal,-886.9546565497412
inflow,1Normal,-690.3237527970318
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,1Cauchy,-13.747358367652572
outflow,1Cauchy,-10.745336478746784
outflow,1Cauchy,-9.775886173400128
outflow,1Cauchy,-9.658620412698669
outflow,1Cauchy,-7.431770058291336
inflow,1Normal,-1791.27941453497
inflow,1Normal,-1586.3626271283724
inflow,1Normal,-299.6372913556396
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-14.344052586116938
outflow,1Cauchy,-11.5018284975162
outflow,1Cauchy,-9.064980979472042
outflow,1Cauchy,-7.830783987877865
inflow,1Normal,-2847.115506912178
inflow,1Normal,-1133.8719987674785
outflow,2Poisson,-340
outflow,1Cauchy,-11.525807970126872
outflow,1Cauchy,-11.134558704275086
outflow,1Cauchy,-9.277130048303514
outflow,1Cauchy,-5.904316737877606
outflow,1Cauchy,-1.0867102446933057
inflow,1Normal,-1650.5959610127845
inflow,1Normal,-1260.6074832215854
inflow,1Normal,-613.9645586657299
outflow,2Poisson,-170
outflow,1Cauchy,-22.1914479302189
outflow,1Cauchy,-11.915989472615877
outflow,1Cauchy,-11.025052488157982
outflow,1Cauchy,-10.940985489017589
outflow,1Cauchy,-10.518350188238434
inflow,1Normal,-763.1278917495387
inflow,1Normal,-445.367436892683
inflow,1Normal,-167.4083804243537
inflow,1Normal,-41.3572093533535
outflow,1Cauchy,-28.454251567229683
outflow,1Cauchy,-12.776267667021944
outflow,1Cauchy,-10.18593822197433
outflow,1Cauchy,-9.724776513828095
outflow,1Cauchy,-5.759814930248456
inflow,1Normal,-961.9458810991982
inflow,1Normal,-485.61391145966405
outflow,2Poisson,-170
inflow,1Normal,-79.80175453552914
outflow,1Cauchy,-12.636861868583646
outflow,1Cauchy,-11.923054500051325
outflow,1Cauchy,-9.745893432871732
outflow,1Cauchy,-8.850731720486479
outflow,1Cauchy,-5.839639814572605
inflow,1Normal,-2411.6357031377697
inflow,1Normal,-1083.514030826906
outflow,2Poisson,-170
outflow,1Cauchy,-12.578256793012955
outflow,1Cauchy,-12.24461863267797
outflow,1Cauchy,-11.77738369955946
outflow,1Cauchy,-11.514017590208654
outflow,1Cauchy,-9.03703998916369
inflow,1Normal,-976.9181791621886
inflow,1Normal,-770.7760399408063
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-11.519067204970442
outflow,1Cauchy,-11.118063774858728
outflow,1Cauchy,-10.469687472438679
outflow,1Cauchy,-8.986861162976217
outflow,1Cauchy,-7.539140504327234
inflow,1Normal,-2366.9277786979374
inflow,1Normal,-466.53821485347214
outflow,1Cauchy,-13.541411477047637
outflow,1Cauchy,-11.369622129742078
outflow,1Cauchy,-10.224250325056175
outflow,1Cauchy,-9.2802523113615
outflow,1Cauchy,-8.38728598001271
inflow,1Normal,-1222.0132152918654
inflow,1Normal,-991.6166906473727
inflow,1Normal,-502.9725162951607
inflow,1Normal,-379.180769993555
outflow,2Poisson,-340
outflow,1Cauchy,-8.327153082736746
outflow,1Cauchy,-7.700160082043987
outflow,1Cauchy,-5.031430101381492
outflow,1Cauchy,-4.850183756080455
inflow,1Normal,-1189.9545072743751
inflow,1Normal,-747.5953501511857
inflow,1Normal,-538.726288149114
outflow,2Poisson,-170
outflow,1Cauchy,-10.292335660992112
outflow,1Cauchy,-10.09295295091826
outflow,1Cauchy,-9.488800036966616
outflow,1Cauchy,-8.654779043123959
outflow,1Cauchy,-5.254568320883592
inflow,1Normal,-4624.368857171513
inflow,1Normal,-1093.9702899079684
outflow,2Poisson,-510
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-103.95098967814086
outflow,1Cauchy,-14.012792164679196
outflow,1Cauchy,-12.685887626116356
outflow,1Cauchy,-7.960131237526406
outflow,1Cauchy,-7.298273964889576
inflow,1Normal,-1742.4976750702663
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-124.17003804830422
outflow,1Cauchy,-53.817646482613874
outflow,1Cauchy,-9.967708221170609
outflow,1Cauchy,-9.934224217864717
outflow,1Cauchy,-7.699203663194157
inflow,1Normal,-3454.961802192329
outflow,2Poisson,-340
inflow,1Normal,-175.26839945163246
outflow,2Poisson,-170
outflow,1Cauchy,-139.11757716945925
outflow,1Cauchy,-11.20059110845845
outflow,1Cauchy,-11.019410941078275
outflow,1Cauchy,-9.610001922110776
outflow,1Cauchy,-7.150879288249401
inflow,1Normal,-1204.2488149069636
inflow,1Normal,-706.9424237619018
inflow,1Normal,-213.4555793813945
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-149.61447589739726
outflow,1Cauchy,-44.36327306640187
outflow,1Cauchy,-9.35288424693833
outflow,1Cauchy,-9.225881571622663
outflow,1Cauchy,-8.378517493425266
outflow,1Cauchy,-3.2034851904695856
inflow,1Normal,-2192.8668299643514
outflow,2Poisson,-340
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,1Cauchy,-13.453586851095112
outflow,1Cauchy,-12.097688665423302
outflow,1Cauchy,-11.916924442773684
outflow,1Cauchy,-9.132670285647029
outflow,1Cauchy,-7.245270758380238
inflow,1Normal,-1357.9821518085857
inflow,1Normal,-342.8225114438128
outflow,1Cauchy,-12.907470020819533
outflow,1Cauchy,-9.669804819525778
outflow,1Cauchy,-9.236891647342825
outflow,1Cauchy,-8.491808347625103
outflow,1Cauchy,-5.551083776438162
inflow,1Normal,-874.0234385586067
inflow,1Normal,-391.45230200733397
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-62.62722543598135
outflow,1Cauchy,-14.157787611862855
outflow,1Cauchy,-8.643356290866425
outflow,1Cauchy,-8.233865720324804
inflow,1Normal,-1086.7570786520719
inflow,1Normal,-1028.8522656635341
inflow,1Normal,-419.51557267997225
outflow,2Poisson,-170
outflow,1Cauchy,-12.60436983929819
outflow,1Cauchy,-9.763418779848989
outflow,1Cauchy,-9.56746711476924
outflow,1Cauchy,-5.786785387699875
outflow,1Cauchy,-5.624933622833083
inflow,1Normal,-3525.7353734887347
inflow,1Normal,-899.650923873832
inflow,1Normal,-283.67077935992455
inflow,1Normal,-254.32814884848085
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-11.323293278575772
outflow,1Cauchy,-9.709714457139588
outflow,1Cauchy,-9.350035115895622
outflow,1Cauchy,-8.45446388608354
outflow,1Cauchy,-8.204419350773831
inflow,1Normal,-1906.187232128604
inflow,1Normal,-968.7315625242633
inflow,1Normal,-383.2868293166609
inflow,1Normal,-172.26814150389345
outflow,2Poisson,-170
outflow,1Cauchy,-15.546867253207
outflow,1Cauchy,-9.86343053893049
outflow,1Cauchy,-7.664060799964728
outflow,1Cauchy,-4.270203360089638
inflow,1Normal,-2570.9090997746634
outflow,2Poisson,-170
outflow,1Cauchy,-13.57695072883928
outflow,1Cauchy,-13.25354521688461
