Source Type,Distribution,Amount
outflow,1Cauchy,-33.68212297647008
outflow,1Cauchy,-8.446577819022393
inflow,1Normal,-1929.6901219951365
outflow,2Poisson,-170
outflow,1Cauchy,-15.492402319854456
inflow,1Normal,-1586.3314895831124
outflow,2Poisson,-170
outflow,1Cauchy,-8.85258627267767
inflow,1Normal,-220.1634698947675
outflow,1Cauchy,-16.1411259240572
inflow,1Normal,-2712.0665131989313
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-8.95277398705475
inflow,1Normal,-1520.0758955230426
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-12.202911985079503
outflow,1Cauchy,-6.700876212747703
inflow,1Normal,-2436.5033507032977
outflow,2Poisson,-170
outflow,1Cauchy,-14.575702016911379
outflow,1Cauchy,-9.211764038299734
inflow,1Normal,-697.9042400988753
outflow,1Cauchy,-6.064306231389021
inflow,1Normal,-1514.6983541119298
outflow,2Poisson,-170
outflow,1Cauchy,-11.053650268186702
outflow,1Cauchy,-9.060915720074016
inflow,1Normal,-2884.227701728748
outflow,1Cauchy,-15.022219387979364
outflow,1Cauchy,-11.487320727546534
outflow,2Poisson,-340
inflow,1Normal,-284.1941358742389
outflow,2Poisson,-170
outflow,1Cauchy,-11.027801518325305
outflow,1Cauchy,-9.499753599212479
inflow,1Normal,-400.7028284181487
outflow,2Poisson,-170
outflow,1Cauchy,-10.65552824052452
outflow,1Cauchy,-8.723216651949214
inflow,1Normal,-403.89844180175095
outflow,1Cauchy,-9.522390967992633
inflow,1Normal,-1447.235531120151
outflow,1Cauchy,-12.357138013246633
outflow,1Cauchy,-11.486550921865927
inflow,1Normal,-621.0089388151413
outflow,1Cauchy,-13.042123055052535
outflow,1Cauchy,-10.845838854176872
inflow,1Normal,-1352.2273062581658
outflow,1Cauchy,-13.854138197616946
outflow,1Cauchy,-1.240689841157156
inflow,1Normal,-894.1032338031199
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-12.933742066805635
inflow,1Normal,-781.5037720024716
outflow,1Cauchy,-15.565305140428897
outflow,1Cauchy,-12.315533318067594
inflow,1Normal,-386.34426025843356
outflow,1Cauchy,-12.746314996389138
outflow,1Cauchy,-10.849141680544854
inflow,1Normal,-667.0421608175865
inflow,1Normal,-563.2623823623138
outflow,1Cauchy,-7.559460569779056
inflow,1Normal,-1817.3258933041873
outflow,1Cauchy,-310.9989232561715
outflow,1Cauchy,-10.606969498067118
inflow,1Normal,-1368.9976809060618
outflow,1Cauchy,-43.906529380889594
outflow,1Cauchy,-5.414741827477223
inflow,1Normal,-1917.7161061846177
outflow,1Cauchy,-19.554296775903474
outflow,1Cauchy,-8.814576160605347
inflow,1Normal,-733.7544091083838
inflow,1Normal,-380.99365597433206
outflow,1Cauchy,-10.281465939798874
outflow,1Cauchy,-8.849372789270323
inflow,1Normal,-343.059885177609
outflow,2Poisson,-170
outflow,1Cauchy,-14.601497091281654
outflow,1Cauchy,-11.58000262791176
inflow,1Normal,-2258.6937802808775
inflow,1Normal,-629.8419171314872
outflow,1Cauchy,-19.719620550179535
outflow,1Cauchy,-8.012063452684124
inflow,1Normal,-1407.300776668502
outflow,1Cauchy,-14.326193090621612
outflow,1Cauchy,-8.437501487606166
inflow,1Normal,-2101.0666031245755
inflow,1Normal,-2026.7993947465457
outflow,2Poisson,-340
outflow,1Cauchy,-23.725933064880316
outflow,1Cauchy,-7.104799527169628
inflow,1Normal,-1518.3675320052487
outflow,2Poisson,-510
outflow,1Cauchy,-12.697373770642841
outflow,1Cauchy,-11.50641276512316
inflow,1Normal,-1958.9600406649809
outflow,2Poisson,-170
outflow,1Cauchy,-11.562547482736225
outflow,1Cauchy,-9.994742317518545
inflow,1Normal,-2258.2459055466684
inflow,1Normal,-51.044304234881466
outflow,1Cauchy,-9.037636666009057
outflow,1Cauchy,-5.352940717039226
inflow,1Normal,-1636.1399086722151
outflow,1Cauchy,-11.167268370829209
outflow,1Cauchy,-7.3727046931365905
inflow,1Normal,-1306.5250177606445
outflow,2Poisson,-170
outflow,1Cauchy,-12.000636926131047
outflow,1Cauchy,-8.13339242853451
inflow,1Normal,-1339.967177829663
outflow,1Cauchy,-9.458453139505254
outflow,1Cauchy,-8.08238738864877
inflow,1Normal,-740.6246668670917
outflow,2Poisson,-170
outflow,1Cauchy,-30.482921405931826
inflow,1Normal,-16.22583737682124
outflow,1Cauchy,-8.490144963131824
inflow,1Normal,-1986.056630115045
outflow,2Poisson,-170
outflow,1Cauchy,-13.279336951023344
outflow,1Cauchy,-9.14835135517647
inflow,1Normal,-1053.870242336149
outflow,2Poisson,-170
outflow,1Cauchy,-10.092558991531549
outflow,1Cauchy,-9.373441077366657
inflow,1Normal,-170.8332285646694
outflow,2Poisson,-170
outflow,1Cauchy,-13.578196417047806
inflow,1Normal,-1019.0183487376664
outflow,1Cauchy,-11.96941576146562
outflow,1Cauchy,-5.4357975182819045
inflow,1Normal,-867.2423861359761
outflow,1Cauchy,-9.088811046924908
inflow,1Normal,-877.3076719957189
outflow,1Cauchy,-14.231640054274866
outflow,1Cauchy,-6.5354187210602905
inflow,1Normal,-361.641516076007
outflow,1Cauchy,-8.462469994834679
outflow,1Cauchy,-4.414203709279371
inflow,1Normal,-1533.6362271722883
outflow,2Poisson,-170
outflow,1Cauchy,-12.866529537479984
outflow,1Cauchy,-6.122005243287754
inflow,1Normal,-807.6942530350866
outflow,2Poisson,-170
outflow,1Cauchy,-9.35625679959994
inflow,1Normal,-210.31652856266234
outflow,2Poisson,-170
inflow,1Normal,-124.19076880079167
outflow,1Cauchy,-9.436153965686596
inflow,1Normal,-475.0672545927422
outflow,1Cauchy,-11.989141432223697
outflow,1Cauchy,-10.305661510471854
inflow,1Normal,-595.6889493190836
inflow,1Normal,-424.7597107825719
outflow,1Cauchy,-9.242608668000699
outflow,1Cauchy,-5.892298529858886
inflow,1Normal,-1275.7723298867418
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-15.023763981823869
inflow,1Normal,-1829.3356724168902
outflow,2Poisson,-170
outflow,1Cauchy,-13.844917815914666
outflow,1Cauchy,-10.650349871517147
inflow,1Normal,-1768.26156101763
outflow,1Cauchy,-759.1353766197903
outflow,2Poisson,-170
outflow,1Cauchy,-10.021482532019553
inflow,1Normal,-1099.4949697769925
outflow,2Poisson,-170
outflow,1Cauchy,-11.445649032491305
outflow,1Cauchy,-9.234942545583595
inflow,1Normal,-893.9478892424116
outflow,1Cauchy,-10.001139554099886
outflow,1Cauchy,-8.584013048110927
inflow,1Normal,-686.7126701722511
outflow,1Cauchy,-7.027815102718689
outflow,1Cauchy,-5.419203094914068
inflow,1Normal,-1687.996300555901
outflow,1Cauchy,-20.330118972957397
outflow,1Cauchy,-10.497875548133953
inflow,1Normal,-601.7975748463837
outflow,2Poisson,-340
outflow,1Cauchy,-9.259967114763663
inflow,1Normal,-955.2258830896502
outflow,1Cauchy,-23.34188061924879
outflow,1Cauchy,-11.589542353281683
inflow,1Normal,-576.3129968823453
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,1Cauchy,-9.121947021650193
outflow,1Cauchy,-6.5279663442068925
inflow,1Normal,-3848.1156206997157
outflow,1Cauchy,-17.90537881800229
outflow,1Cauchy,-14.947349653487478
inflow,1Normal,-399.2827775389685
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-12.432927140348312
outflow,1Cauchy,-10.034188363655044
inflow,1Normal,-1056.419102845092
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-12.728122264609976
inflow,1Normal,-946.79719623458
inflow,1Normal,-761.7057887060945
outflow,1Cauchy,-69.32702204090819
outflow,1Cauchy,-9.55901000969948
inflow,1Normal,-967.4276656627299
outflow,2Poisson,-170
outflow,1Cauchy,-103.37307130256289
outflow,1Cauchy,-5.350032985275659
inflow,1Normal,-1196.0674336532938
outflow,2Poisson,-170
outflow,1Cauchy,-12.174214484274922
outflow,1Cauchy,-12.003596508289759
inflow,1Normal,-1471.7587230517754
outflow,1Cauchy,-10.415463505175484
outflow,1Cauchy,-9.42480708255447
inflow,1Normal,-715.3818488954386
inflow,1Normal,-187.489026961563
outflow,1Cauchy,-11.537559445941147
outflow,1Cauchy,-8.215968377473729
inflow,1Normal,-1730.4599140662476
outflow,1Cauchy,-11.045577007818398
outflow,1Cauchy,-8.779526837967591
inflow,1Normal,-540.0488747760754
outflow,1Cauchy,-10.85885384782112
outflow,1Cauchy,-5.31338811360493
inflow,1Normal,-2426.158536920994
outflow,1Cauchy,-7.868001386635298
outflow,1Cauchy,-5.932619470743835
inflow,1Normal,-1050.9311051866798
outflow,2Poisson,-510
outflow,2Poisson,-170
outflow,1Cauchy,-10.425992489848605
outflow,1Cauchy,-7.55914229855988
inflow,1Normal,-589.1190018611439
outflow,1Cauchy,-13.088866671754545
outflow,1Cauchy,-11.973172293036603
inflow,1Normal,-594.1866918818281
outflow,2Poisson,-170
outflow,1Cauchy,-3.8296815341520496
outflow,1Cauchy,-2.843907858159133
inflow,1Normal,-299.52656763953945
outflow,1Cauchy,-17.036379347997414
outflow,1Cauchy,-12.928994256049567
inflow,1Normal,-858.5410301654434
inflow,1Normal,-604.7512733542501
outflow,2Poisson,-170
outflow,1Cauchy,-3.853116501588083
inflow,1Normal,-1789.2045051886585
inflow,1Normal,-921.9958730023354
outflow,1Cauchy,-12.104648859864614
outflow,1Cauchy,-8.763147510854164
inflow,1Normal,-557.4168292527702
outflow,2Poisson,-170
outflow,1Cauchy,-8.790320019810103
outflow,1Cauchy,-6.651534931276108
inflow,1Normal,-1732.358478994189
outflow,1Cauchy,-13.039119055664752
outflow,1Cauchy,-7.407569387216373
inflow,1Normal,-845.3478445686645
outflow,2Poisson,-170
outflow,1Cauchy,-15.934396438175504
outflow,1Cauchy,-12.628802724989534
inflow,1Normal,-1002.1584089167302
inflow,1Normal,-515.8867570674861
outflow,1Cauchy,-9.455762661051873
inflow,1Normal,-1437.2481163039695
outflow,2Poisson,-170
outflow,1Cauchy,-15.847236822782287
outflow,1Cauchy,-9.787149704130233
inflow,1Normal,-363.67889310582734
outflow,1Cauchy,-10.343719068408399
outflow,1Cauchy,-9.705573030824201
inflow,1Normal,-1529.879935525448
outflow,2Poisson,-170
outflow,1Cauchy,-21.955599172569023
outflow,1Cauchy,-8.247085507051766
inflow,1Normal,-715.9543896996656
inflow,1Normal,-643.6496276344556
outflow,1Cauchy,-9.871240986832204
inflow,1Normal,-2327.794151087829
outflow,1Cauchy,-14.66303952849621
outflow,1Cauchy,-11.550454964755932
inflow,1Normal,-1323.4400919319814
outflow,1Cauchy,-12.402334282345702
outflow,1Cauchy,-8.993557716475136
inflow,1Normal,-1354.695407866516
outflow,2Poisson,-170
outflow,1Cauchy,-9.861269126827784
outflow,1Cauchy,-8.391182603000567
inflow,1Normal,-723.9292729075565
outflow,2Poisson,-170
outflow,1Cauchy,-31.664192268317628
outflow,1Cauchy,-10.069473603656416
inflow,1Normal,-413.6766697454636
outflow,1Cauchy,-14.143033204957584
outflow,1Cauchy,-11.024711272779825
inflow,1Normal,-687.4132891037548
outflow,1Cauchy,-12.491164046340785
outflow,1Cauchy,-9.105312610909495
inflow,1Normal,-739.4052088717444
inflow,1Normal,-233.79267145373603
outflow,2Poisson,-170
outflow,1Cauchy,-10.466468584454637
outflow,1Cauchy,-8.77230083932086
inflow,1Normal,-1862.53807720434
inflow,1Normal,-409.4775364689191
outflow,2Poisson,-340
outflow,1Cauchy,-14.246833156027456
outflow,1Cauchy,-12.740827730133187
inflow,1Normal,-1076.7974276833077
outflow,2Poisson,-170
outflow,1Cauchy,-17.406939831628037
outflow,1Cauchy,-11.075001764276278
inflow,1Normal,-563.8642987932385
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-138.4374143378146
outflow,1Cauchy,-14.596112405811976
outflow,1Cauchy,-10.91023041391595
inflow,1Normal,-838.0988115530148
inflow,1Normal,-118.7351842474147
outflow,1Cauchy,-41.675454087279476
outflow,1Cauchy,-11.919446817389902
inflow,1Normal,-665.2536517594683
outflow,1Cauchy,-44.487156489915535
outflow,1Cauchy,-11.45662621070317
inflow,1Normal,-1449.8610588646802
outflow,1Cauchy,-11.171843049537706
outflow,1Cauchy,-7.109391708228747
inflow,1Normal,-1091.1426625066567
outflow,1Cauchy,-14.756488957725816
outflow,1Cauchy,-9.400198735761974
inflow,1Normal,-1338.1667758094657
inflow,1Normal,-1132.9620324724303
outflow,1Cauchy,-10.628619672212968
outflow,1Cauchy,-5.709849638315151
inflow,1Normal,-1781.8894340215793
outflow,2Poisson,-340
outflow,1Cauchy,-13.16599148103702
outflow,1Cauchy,-10.07469582467334
inflow,1Normal,-1573.7778585487795
outflow,1Cauchy,-25.259384396385244
outflow,1Cauchy,-11.686558816336282
inflow,1Normal,-674.9265808898656
inflow,1Normal,-566.1395587572244
outflow,1Cauchy,-7.412955623832357
outflow,1Cauchy,-4.861960602718062
inflow,1Normal,-560.5357120486666
outflow,2Poisson,-340
inflow,1Normal,-273.46598114449773
outflow,1Cauchy,-39.26516659683769
outflow,1Cauchy,-7.91481876024975
inflow,1Normal,-1496.3461233937603
inflow,1Normal,-257.48593238947245
outflow,1Cauchy,-16.439545792553265
outflow,1Cauchy,-11.135052398564785
inflow,1Normal,-1114.0357962144965
inflow,1Normal,-172.59783253314538
outflow,2Poisson,-170
outflow,1Cauchy,-12.480225297132106
outflow,1Cauchy,-9.101206174020568
inflow,1Normal,-1069.8434485490943
inflow,1Normal,-1011.9566495480434
outflow,2Poisson,-170
outflow,1Cauchy,-18.4250171881148
outflow,1Cauchy,-10.88145367430429
inflow,1Normal,-2631.1918931436194
outflow,1Cauchy,-10.76195726701711
outflow,1Cauchy,-8.918757061642832
inflow,1Normal,-2162.2423043887748
inflow,1Normal,-337.40834750044434
outflow,2Poisson,-170
outflow,1Cauchy,-25.477100831344735
outflow,1Cauchy,-10.980420450218473
inflow,1Normal,-1806.6211206445737
outflow,1Cauchy,-16.737178050737263
inflow,1Normal,-731.1874393492499
outflow,1Cauchy,-10.15492734731424
outflow,1Cauchy,-7.847091983970204
inflow,1Normal,-1784.8200668678196
inflow,1Normal,-1096.9307310479035
outflow,1Cauchy,-10.902659970599581
outflow,1Cauchy,-5.117219038848052
inflow,1Normal,-1402.2408617560422
outflow,2Poisson,-170
outflow,1Cauchy,-10.332806503198775
outflow,1Cauchy,-4.276101786719709
inflow,1Normal,-518.8412204266317
inflow,1Normal,-493.1970423826428
outflow,1Cauchy,-9.112359676477167
inflow,1Normal,-1062.5984011977291
outflow,1Cauchy,-12.877955480880745
outflow,1Cauchy,-5.06226674777184
inflow,1Normal,-712.8403014586695
outflow,1Cauchy,-10.427789271961181
outflow,1Cauchy,-6.03378303453306
inflow,1Normal,-251.22378247813657
inflow,1Normal,-224.83311193620423
outflow,2Poisson,-170
outflow,1Cauchy,-13.897644048083196
inflow,1Normal,-839.1216306173717
outflow,2Poisson,-170
outflow,1Cauchy,-9.239359340316712
outflow,1Cauchy,-8.159201614614158
inflow,1Normal,-1051.2055280168213
outflow,2Poisson,-340
inflow,1Normal,-176.86618432387675
outflow,1Cauchy,-10.596058546140611
outflow,1Cauchy,-7.626003172043413
inflow,1Normal,-611.2502806997895
outflow,1Cauchy,-38.78817663022248
outflow,1Cauchy,-10.293983300906733
inflow,1Normal,-1274.1888543295177
outflow,2Poisson,-340
outflow,1Cauchy,-10.682023683569128
outflow,1Cauchy,-5.9884174357463476
inflow,1Normal,-2569.0236781800627
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-13.569499298938823
outflow,1Cauchy,-7.965395667747585
inflow,1Normal,-2425.289732685168
outflow,1Cauchy,-18.001500778949616
outflow,1Cauchy,-11.767910625945342
inflow,1Normal,-2440.5139930704318
outflow,1Cauchy,-17.548546600172376
outflow,1Cauchy,-13.160780434782536
inflow,1Normal,-2096.8923065405133
outflow,2Poisson,-170
outflow,1Cauchy,-9.398277856645167
outflow,1Cauchy,-7.58099731188651
inflow,1Normal,-497.3103917538168
outflow,2Poisson,-340
outflow,1Cauchy,-9.153795712510128
outflow,1Cauchy,-8.670967938638123
inflow,1Normal,-1173.6853189414571
outflow,1Cauchy,-10.805977370948263
outflow,1Cauchy,-8.98581465651537
inflow,1Normal,-2568.7254928152333
outflow,2Poisson,-170
outflow,1Cauchy,-15.731698137444742
outflow,1Cauchy,-6.343923662190766
inflow,1Normal,-746.8936451095253
outflow,1Cauchy,-15.270164286311052
outflow,1Cauchy,-9.624090169385683
inflow,1Normal,-1994.4739261028267
inflow,1Normal,-449.0898557288364
outflow,1Cauchy,-12.883772716296551
outflow,1Cauchy,-8.592040128779258
inflow,1Normal,-198.02726106012472
inflow,1Normal,-143.11892318733078
outflow,1Cauchy,-19.69141295264095
outflow,1Cauchy,-11.89450714131399
inflow,1Normal,-1532.9455348813883
inflow,1Normal,-1252.3411091311687
outflow,1Cauchy,-19.17410623920445
outflow,1Cauchy,-12.663636517613458
inflow,1Normal,-1289.3535395004008
inflow,1Normal,-554.9220993281871
outflow,1Cauchy,-14.238806243064623
outflow,1Cauchy,-11.000486188079902
inflow,1Normal,-1217.2716611980845
outflow,2Poisson,-170
outflow,1Cauchy,-11.34423243761841
outflow,1Cauchy,-5.421054608680439
outflow,1Cauchy,-19038.367465768653
outflow,1Cauchy,-7.866772654927701
inflow,1Normal,-2470.0583576255367
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-10.753099624527726
outflow,1Cauchy,-10.417296886772181
inflow,1Normal,-1267.4458391882133
outflow,1Cauchy,-11.584356957732163
outflow,1Cauchy,-11.02601867943076
inflow,1Normal,-1640.763245368303
inflow,1Normal,-199.07585029153944
outflow,2Poisson,-170
outflow,1Cauchy,-11.342373437111911
outflow,1Cauchy,-9.447728427562268
inflow,1Normal,-1929.1497967790904
outflow,2Poisson,-170
outflow,1Cauchy,-9.323987089416292
outflow,1Cauchy,-7.621818205510603
inflow,1Normal,-945.8751130625864
inflow,1Normal,-762.8834906459929
outflow,2Poisson,-170
outflow,1Cauchy,-8.859684233363513
outflow,1Cauchy,-8.030005858607627
inflow,1Normal,-1272.3201601622943
outflow,1Cauchy,-11.642857430383309
outflow,1Cauchy,-6.391035106506996
inflow,1Normal,-431.7743044435531
outflow,1Cauchy,-9.95102182938375
outflow,1Cauchy,-9.448947488603675
inflow,1Normal,-235.94523569065657
outflow,2Poisson,-170
outflow,1Cauchy,-13.596172623456601
outflow,1Cauchy,-11.107991353685616
inflow,1Normal,-640.1618219167574
outflow,2Poisson,-340
outflow,1Cauchy,-59.228990395322285
outflow,1Cauchy,-32.36893211931977
inflow,1Normal,-1300.9963931575162
outflow,1Cauchy,-15.420994828774907
outflow,1Cauchy,-9.538127764845388
inflow,1Normal,-474.06893270496545
outflow,1Cauchy,-8.75307895865768
outflow,1Cauchy,-5.759190454443421
inflow,1Normal,-617.8219270592589
outflow,1Cauchy,-10.013391651787485
outflow,1Cauchy,-9.785178470597941
inflow,1Normal,-1620.7330175214674
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-8.292049751521327
inflow,1Normal,-354.73627315411136
outflow,1Cauchy,-8.680728394246863
outflow,1Cauchy,-8.426883155678576
inflow,1Normal,-988.8818593531951
inflow,1Normal,-436.62135114962837
outflow,2Poisson,-170
outflow,1Cauchy,-10.696309187824987
outflow,1Cauchy,-9.13117303744158
inflow,1Normal,-1457.79409900865
outflow,1Cauchy,-10.735666418760156
outflow,1Cauchy,-7.939743268675639
inflow,1Normal,-713.1584466893208
outflow,1Cauchy,-25.260989104491234
outflow,1Cauchy,-9.466555056131503
inflow,1Normal,-1173.3609770416112
inflow,1Normal,-415.0885390140914
outflow,1Cauchy,-11.76816604545763
outflow,1Cauchy,-10.887599250115873
inflow,1Normal,-2103.8758027577705
outflow,1Cauchy,-13.895243091939035
outflow,1Cauchy,-9.688362162168271
inflow,1Normal,-935.9760942783204
outflow,2Poisson,-170
outflow,1Cauchy,-0.41861677907330197
inflow,1Normal,-2088.6640018342496
inflow,1Normal,-427.57607209158334
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-12.509205231342783
outflow,1Cauchy,-7.098345100985887
inflow,1Normal,-2031.0373478765882
outflow,1Cauchy,-11.770045617614365
outflow,1Cauchy,-11.27519602720005
inflow,1Normal,-2164.9820714166503
outflow,2Poisson,-340
outflow,1Cauchy,-11.194409632111688
outflow,1Cauchy,-10.083469798784899
inflow,1Normal,-810.6717082735731
inflow,1Normal,-233.4493113597514
outflow,1Cauchy,-9.908907164354874
outflow,1Cauchy,-9.345156607810944
inflow,1Normal,-1184.2926116063854
outflow,1Cauchy,-9.533853620463072
outflow,1Cauchy,-5.847838006659606
inflow,1Normal,-1474.678120246633
inflow,1Normal,-588.3630246711207
outflow,1Cauchy,-12.991982136305857
outflow,1Cauchy,-8.738948756650363
inflow,1Normal,-243.64470335694577
outflow,1Cauchy,-10.959210693428025
outflow,1Cauchy,-9.370289971637552
inflow,1Normal,-734.2101880621947
outflow,2Poisson,-170
inflow,1Normal,-26.175463518015185
outflow,1Cauchy,-10.583847638244617
outflow,1Cauchy,-9.870846988358846
inflow,1Normal,-2269.7224775743107
outflow,1Cauchy,-10.27856299512252
outflow,1Cauchy,-3.6535496277352717
inflow,1Normal,-1129.550971706442
outflow,2Poisson,-170
inflow,1Normal,-168.26590556307684
outflow,1Cauchy,-13.648916509849272
outflow,1Cauchy,-11.946129578593963
inflow,1Normal,-2164.957949510789
outflow,2Poisson,-170
outflow,1Cauchy,-10.688565148022493
inflow,1Normal,-587.9965752117329
inflow,1Normal,-493.79725276841884
outflow,1Cauchy,-13.105312350117693
outflow,1Cauchy,-10.080590414326446
inflow,1Normal,-2519.243223529754
inflow,1Normal,-359.25204147745154
outflow,1Cauchy,-8.620519651822324
outflow,1Cauchy,-0.5323693082427639
inflow,1Normal,-1352.9794713631052
outflow,1Cauchy,-10.313820567570703
outflow,1Cauchy,-10.219750885276063
inflow,1Normal,-886.3844866182117
outflow,2Poisson,-170
outflow,1Cauchy,-8.159040433513493
outflow,1Cauchy,-6.1799282099849595
inflow,1Normal,-1097.3059421501678
outflow,1Cauchy,-10.96879945898638
outflow,1Cauchy,-10.770865300887749
inflow,1Normal,-2604.8815429289507
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-9.561481677255234
inflow,1Normal,-2750.912588823333
outflow,1Cauchy,-9.57980842954518
outflow,1Cauchy,-9.51528060702147
inflow,1Normal,-1248.8807135092923
outflow,2Poisson,-170
outflow,1Cauchy,-14.284738128632924
outflow,1Cauchy,-12.81472971215394
inflow,1Normal,-1694.3026756126774
outflow,2Poisson,-170
outflow,1Cauchy,-19.6069297796607
inflow,1Normal,-928.349283508443
outflow,1Cauchy,-11.78657476203389
outflow,1Cauchy,-10.68396127900879
outflow,2Poisson,-170
inflow,1Normal,-83.53636022626034
outflow,1Cauchy,-27.876837293054958
outflow,1Cauchy,-6.775866357034101
inflow,1Normal,-616.4726646800987
inflow,1Normal,-386.23257493860376
outflow,1Cauchy,-9.399136205678577
outflow,2Poisson,-340
outflow,1Cauchy,-11.418773950807259
outflow,1Cauchy,-8.54264981762426
inflow,1Normal,-851.4239261409286
outflow,1Cauchy,-8.111127122411425
outflow,1Cauchy,-6.96907613022827
outflow,2Poisson,-340
inflow,1Normal,-197.83221550907905
outflow,1Cauchy,-21.360051349447136
outflow,1Cauchy,-9.189859841368989
inflow,1Normal,-356.8485355342045
inflow,1Normal,-144.25274988230115
outflow,1Cauchy,-12.192280236432394
outflow,1Cauchy,-9.84291561007035
inflow,1Normal,-2251.054400482863
outflow,1Cauchy,-17.27674241840585
outflow,1Cauchy,-10.814923689060137
inflow,1Normal,-2083.4621529580368
outflow,1Cauchy,-9.12703713798027
inflow,1Normal,-1365.1779439092752
outflow,2Poisson,-170
outflow,1Cauchy,-12.012867118101436
outflow,1Cauchy,-9.68636005890253
inflow,1Normal,-415.51842194713623
inflow,1Normal,-375.626304079033
outflow,1Cauchy,-11.372485786071556
inflow,1Normal,-1466.3489598830938
outflow,2Poisson,-170
outflow,1Cauchy,-12.627460144043665
outflow,1Cauchy,-9.194231026054903
inflow,1Normal,-1018.2274362900714
outflow,1Cauchy,-4.894921335433947
inflow,1Normal,-896.4156827963983
